work_order_id,case_id,created_datetime,completed_datetime,campus_key,team_key,category,contractor_name,response_business_hours,completion_business_hours,on_time_flag,rework_flag,contractor_cost_aud,synthetic_label
WO-01231,CASE-012926,2025-09-11 13:04:00,2025-09-12 15:06:52,1,9,HVAC and temperature,Metro Building Care,14.35,17.37,1,1,397.15,Synthetic demonstration data — not actual University of Sydney results
WO-01232,CASE-004927,2025-07-22 12:21:00,2025-07-23 10:03:45,1,9,Cleanliness,Learning Spaces Technical,3.4,14.48,1,0,822.95,Synthetic demonstration data — not actual University of Sydney results
WO-01233,CASE-011599,2026-05-01 17:54:00,2026-05-02 09:28:13,1,9,Security and lighting,Learning Spaces Technical,7.16,10.38,1,0,478.95,Synthetic demonstration data — not actual University of Sydney results
WO-01234,CASE-000173,2025-03-12 20:58:00,2025-03-15 04:31:06,2,8,Teaching room equipment,CampusWorks Services,4.43,37.03,0,0,490.09,Synthetic demonstration data — not actual University of Sydney results
WO-01235,CASE-008794,2024-11-25 16:21:00,2024-11-28 20:53:58,1,9,HVAC and temperature,Learning Spaces Technical,20.0,51.03,1,0,549.51,Synthetic demonstration data — not actual University of Sydney results
WO-01236,CASE-002775,2026-03-05 15:13:00,2026-03-07 01:23:10,3,9,Security and lighting,Metro Building Care,3.32,22.78,1,0,203.1,Synthetic demonstration data — not actual University of Sydney results
WO-01237,CASE-015415,2024-09-25 09:04:00,2024-09-27 05:47:44,3,10,Accessibility,Metro Building Care,5.36,29.82,1,0,232.5,Synthetic demonstration data — not actual University of Sydney results
WO-01238,CASE-009860,2025-03-18 12:41:00,2025-03-20 11:05:57,1,9,Study spaces,CampusWorks Services,6.38,30.94,1,0,114.97,Synthetic demonstration data — not actual University of Sydney results
WO-01239,CASE-009558,2026-02-11 12:52:00,2026-02-15 05:36:01,1,9,Security and lighting,Learning Spaces Technical,3.73,59.16,1,0,225.9,Synthetic demonstration data — not actual University of Sydney results
WO-01240,CASE-015126,2026-04-22 18:54:00,2026-04-25 00:33:15,1,9,Study spaces,Learning Spaces Technical,6.8,35.77,1,0,173.4,Synthetic demonstration data — not actual University of Sydney results
WO-01241,CASE-006603,2025-02-26 11:10:00,2025-02-28 06:23:11,1,8,Teaching room equipment,Learning Spaces Technical,5.39,28.81,1,0,660.46,Synthetic demonstration data — not actual University of Sydney results
WO-01242,CASE-014026,2025-08-07 15:05:00,2025-08-08 09:18:21,1,10,Accessibility,Learning Spaces Technical,4.71,12.15,1,0,713.9,Synthetic demonstration data — not actual University of Sydney results
WO-01243,CASE-001558,2026-03-10 15:48:00,2026-03-11 15:14:38,1,9,HVAC and temperature,Learning Spaces Technical,7.69,15.63,1,1,392.1,Synthetic demonstration data — not actual University of Sydney results
WO-01244,CASE-010868,2026-01-08 15:13:00,2026-01-09 10:15:56,1,9,Security and lighting,Metro Building Care,4.21,12.7,1,0,299.55,Synthetic demonstration data — not actual University of Sydney results
WO-01245,CASE-016477,2024-12-12 09:35:00,2024-12-17 13:57:41,1,9,HVAC and temperature,Metro Building Care,3.34,82.92,0,0,251.07,Synthetic demonstration data — not actual University of Sydney results
WO-01246,CASE-007365,2024-09-04 11:15:00,2024-09-05 19:05:18,1,9,Cleanliness,Learning Spaces Technical,5.75,21.23,1,0,520.85,Synthetic demonstration data — not actual University of Sydney results
WO-01247,CASE-006973,2025-05-17 12:11:00,2025-05-17 18:24:30,1,8,Teaching room equipment,Learning Spaces Technical,3.15,4.15,1,0,624.53,Synthetic demonstration data — not actual University of Sydney results
WO-01248,CASE-009893,2026-01-15 13:55:00,2026-01-22 05:53:12,1,9,Study spaces,CampusWorks Services,9.37,106.65,1,0,226.59,Synthetic demonstration data — not actual University of Sydney results
WO-01249,CASE-000392,2025-07-09 12:40:00,2025-07-12 01:07:54,1,9,Study spaces,Learning Spaces Technical,3.77,40.31,1,0,232.26,Synthetic demonstration data — not actual University of Sydney results
WO-01250,CASE-000329,2025-08-06 09:04:00,2025-08-10 02:51:08,1,9,Study spaces,Metro Building Care,5.71,59.86,1,1,138.71,Synthetic demonstration data — not actual University of Sydney results
WO-01251,CASE-017512,2026-02-27 13:59:00,2026-03-01 19:54:25,1,9,HVAC and temperature,Metro Building Care,8.78,35.95,0,0,351.91,Synthetic demonstration data — not actual University of Sydney results
WO-01252,CASE-012076,2025-07-21 15:24:00,2025-07-23 00:13:35,2,9,HVAC and temperature,Metro Building Care,1.84,21.88,1,0,227.85,Synthetic demonstration data — not actual University of Sydney results
WO-01253,CASE-017082,2025-10-10 12:49:00,2025-10-13 14:22:38,1,9,HVAC and temperature,Metro Building Care,7.05,49.04,1,0,348.01,Synthetic demonstration data — not actual University of Sydney results
WO-01254,CASE-007838,2025-02-28 14:59:00,2025-03-01 19:02:06,1,8,Teaching room equipment,CampusWorks Services,6.25,18.7,1,0,507.3,Synthetic demonstration data — not actual University of Sydney results
WO-01255,CASE-008715,2026-01-23 09:54:00,2026-01-27 07:08:08,1,9,HVAC and temperature,CampusWorks Services,16.59,62.16,0,0,203.52,Synthetic demonstration data — not actual University of Sydney results
WO-01256,CASE-013914,2025-04-17 12:42:00,2025-04-18 08:00:57,3,9,HVAC and temperature,Metro Building Care,1.83,12.88,1,1,294.0,Synthetic demonstration data — not actual University of Sydney results
WO-01257,CASE-004457,2026-05-26 12:15:00,2026-05-28 21:39:47,2,8,Teaching room equipment,Learning Spaces Technical,6.01,38.28,1,0,154.97,Synthetic demonstration data — not actual University of Sydney results
WO-01258,CASE-004029,2024-12-16 15:30:00,2024-12-17 15:25:53,1,9,Cleanliness,Learning Spaces Technical,4.24,15.95,1,0,527.25,Synthetic demonstration data — not actual University of Sydney results
WO-01259,CASE-009977,2024-11-03 18:36:00,2024-11-04 20:52:23,1,9,HVAC and temperature,Metro Building Care,9.48,17.52,0,0,723.68,Synthetic demonstration data — not actual University of Sydney results
WO-01260,CASE-014679,2024-12-24 17:34:00,2024-12-25 07:15:00,1,9,Security and lighting,Learning Spaces Technical,4.02,9.12,1,0,388.51,Synthetic demonstration data — not actual University of Sydney results
WO-01261,CASE-005311,2025-03-07 12:30:00,2025-03-08 20:29:37,1,9,Security and lighting,Learning Spaces Technical,12.26,21.33,0,0,1006.25,Synthetic demonstration data — not actual University of Sydney results
WO-01262,CASE-006855,2025-09-26 10:17:00,2025-09-28 10:22:35,1,9,Study spaces,CampusWorks Services,10.54,32.06,1,0,471.19,Synthetic demonstration data — not actual University of Sydney results
WO-01263,CASE-016821,2026-05-29 13:22:00,2026-05-31 21:01:43,1,9,HVAC and temperature,Learning Spaces Technical,21.12,37.11,1,0,156.27,Synthetic demonstration data — not actual University of Sydney results
WO-01264,CASE-007842,2025-05-27 14:29:00,2025-05-28 13:19:57,2,9,Study spaces,Learning Spaces Technical,4.81,15.23,1,0,358.49,Synthetic demonstration data — not actual University of Sydney results
WO-01265,CASE-001238,2024-10-31 10:05:00,2024-11-02 18:21:02,1,9,HVAC and temperature,Metro Building Care,19.12,37.51,1,1,424.34,Synthetic demonstration data — not actual University of Sydney results
WO-01266,CASE-010195,2024-10-18 13:58:00,2024-10-21 07:11:30,1,10,Accessibility,Metro Building Care,4.5,43.48,0,0,221.71,Synthetic demonstration data — not actual University of Sydney results
WO-01267,CASE-007989,2025-09-30 17:31:00,2025-10-01 08:50:55,1,8,Teaching room equipment,Learning Spaces Technical,6.35,10.22,1,1,203.49,Synthetic demonstration data — not actual University of Sydney results
WO-01268,CASE-003558,2025-03-31 13:38:00,2025-04-06 11:20:58,1,9,HVAC and temperature,Learning Spaces Technical,7.25,94.48,1,0,123.03,Synthetic demonstration data — not actual University of Sydney results
WO-01269,CASE-000572,2026-08-07 13:40:00,2026-08-10 04:04:39,1,9,Cleanliness,Learning Spaces Technical,3.84,41.61,1,0,279.01,Synthetic demonstration data — not actual University of Sydney results
WO-01270,CASE-012684,2025-09-16 17:03:00,2025-09-18 13:24:22,1,8,Teaching room equipment,CampusWorks Services,3.28,29.57,1,0,718.13,Synthetic demonstration data — not actual University of Sydney results
WO-01271,CASE-015641,2024-11-15 13:46:00,2024-11-16 19:36:45,1,9,Cleanliness,Learning Spaces Technical,5.77,19.9,1,0,288.56,Synthetic demonstration data — not actual University of Sydney results
WO-01272,CASE-015107,2024-09-13 18:10:00,2024-09-14 21:46:46,1,9,Security and lighting,Learning Spaces Technical,8.92,18.41,1,0,338.66,Synthetic demonstration data — not actual University of Sydney results
WO-01273,CASE-016478,2025-03-30 14:17:00,2025-03-31 12:55:51,1,9,Security and lighting,Learning Spaces Technical,2.08,15.1,1,0,360.13,Synthetic demonstration data — not actual University of Sydney results
WO-01274,CASE-004280,2025-09-03 10:29:00,2025-09-05 10:06:14,3,9,Security and lighting,Metro Building Care,3.04,31.75,1,0,302.62,Synthetic demonstration data — not actual University of Sydney results
WO-01275,CASE-006629,2026-01-12 15:23:00,2026-01-13 10:29:32,2,9,Cleanliness,CampusWorks Services,4.15,12.74,1,0,1197.19,Synthetic demonstration data — not actual University of Sydney results
WO-01276,CASE-015492,2025-07-26 17:41:00,2025-07-28 09:23:52,1,9,Study spaces,CampusWorks Services,8.4,26.48,1,0,299.08,Synthetic demonstration data — not actual University of Sydney results
WO-01277,CASE-015158,2026-08-15 14:19:00,2026-08-16 23:29:42,1,8,Teaching room equipment,Metro Building Care,6.35,22.12,1,0,166.67,Synthetic demonstration data — not actual University of Sydney results
WO-01278,CASE-004109,2024-11-06 18:42:00,2024-11-08 22:12:32,1,9,Study spaces,Metro Building Care,5.22,34.34,1,0,178.61,Synthetic demonstration data — not actual University of Sydney results
WO-01279,CASE-010129,2026-07-07 19:48:00,2026-07-08 21:04:24,1,9,Security and lighting,Learning Spaces Technical,2.7,16.85,1,0,487.12,Synthetic demonstration data — not actual University of Sydney results
WO-01280,CASE-002247,2026-03-15 17:00:00,2026-03-16 11:04:06,2,9,Security and lighting,Learning Spaces Technical,6.92,12.05,1,0,143.16,Synthetic demonstration data — not actual University of Sydney results
WO-01281,CASE-014863,2025-02-20 11:20:00,2025-02-22 08:10:09,3,9,Security and lighting,CampusWorks Services,1.87,29.89,1,0,621.43,Synthetic demonstration data — not actual University of Sydney results
WO-01282,CASE-012008,2025-03-18 08:26:00,2025-03-19 13:57:49,1,8,Teaching room equipment,Learning Spaces Technical,5.26,19.69,1,0,346.94,Synthetic demonstration data — not actual University of Sydney results
WO-01283,CASE-006024,2024-10-12 14:26:00,2024-10-14 09:38:06,2,10,Accessibility,Learning Spaces Technical,11.18,28.8,1,0,92.62,Synthetic demonstration data — not actual University of Sydney results
WO-01284,CASE-001020,2026-06-03 14:05:00,2026-06-04 10:47:32,1,8,Teaching room equipment,Learning Spaces Technical,6.01,13.81,1,0,159.82,Synthetic demonstration data — not actual University of Sydney results
WO-01285,CASE-004821,2026-04-14 19:22:00,2026-04-15 01:11:01,2,10,Accessibility,Learning Spaces Technical,2.88,3.88,1,0,151.58,Synthetic demonstration data — not actual University of Sydney results
WO-01286,CASE-005188,2025-08-29 12:28:00,2025-08-31 19:14:07,1,9,HVAC and temperature,CampusWorks Services,16.53,36.51,0,1,594.09,Synthetic demonstration data — not actual University of Sydney results
WO-01287,CASE-003591,2025-11-26 16:52:00,2025-11-27 14:06:55,2,9,Study spaces,Metro Building Care,11.9,14.17,0,0,560.14,Synthetic demonstration data — not actual University of Sydney results
WO-01288,CASE-006650,2024-11-24 11:43:00,2024-11-25 20:25:26,2,9,HVAC and temperature,Learning Spaces Technical,1.68,21.8,1,0,478.93,Synthetic demonstration data — not actual University of Sydney results
WO-01289,CASE-001476,2026-04-23 19:32:00,2026-04-27 01:16:02,1,9,HVAC and temperature,Metro Building Care,9.06,51.82,1,0,842.88,Synthetic demonstration data — not actual University of Sydney results
WO-01290,CASE-001251,2026-01-03 11:43:00,2026-01-09 17:11:28,2,8,Teaching room equipment,CampusWorks Services,6.77,99.65,1,0,112.36,Synthetic demonstration data — not actual University of Sydney results
WO-01291,CASE-014554,2025-07-23 19:50:00,2025-07-25 11:11:58,1,9,Security and lighting,CampusWorks Services,8.22,26.24,1,0,295.54,Synthetic demonstration data — not actual University of Sydney results
WO-01292,CASE-014374,2026-01-08 17:32:00,2026-01-10 10:10:38,1,9,Study spaces,CampusWorks Services,4.77,27.1,1,1,1482.62,Synthetic demonstration data — not actual University of Sydney results
WO-01293,CASE-004992,2024-11-09 15:51:00,2024-11-11 23:02:48,1,9,Security and lighting,Learning Spaces Technical,2.31,36.8,1,0,338.32,Synthetic demonstration data — not actual University of Sydney results
WO-01294,CASE-008112,2025-12-19 11:09:00,2025-12-23 10:56:29,1,9,HVAC and temperature,Learning Spaces Technical,3.97,63.86,0,0,56.94,Synthetic demonstration data — not actual University of Sydney results
WO-01295,CASE-001795,2025-11-11 15:57:00,2025-11-17 10:44:42,1,10,Accessibility,Metro Building Care,9.03,92.53,0,0,187.55,Synthetic demonstration data — not actual University of Sydney results
WO-01296,CASE-006475,2026-04-20 14:17:00,2026-04-21 14:32:11,1,9,Cleanliness,Metro Building Care,3.05,16.17,1,0,292.28,Synthetic demonstration data — not actual University of Sydney results
WO-01297,CASE-008118,2025-02-28 13:21:00,2025-03-01 05:33:11,1,9,Cleanliness,CampusWorks Services,3.12,10.8,1,0,108.39,Synthetic demonstration data — not actual University of Sydney results
WO-01298,CASE-013202,2026-03-27 17:43:00,2026-03-30 01:11:53,1,10,Accessibility,Metro Building Care,3.16,36.99,1,1,274.7,Synthetic demonstration data — not actual University of Sydney results
WO-01299,CASE-003021,2025-08-02 19:41:00,2025-08-04 14:38:32,2,9,Cleanliness,Learning Spaces Technical,2.33,28.64,1,0,239.46,Synthetic demonstration data — not actual University of Sydney results
WO-01300,CASE-006055,2026-01-30 13:29:00,2026-02-06 00:46:07,1,9,HVAC and temperature,CampusWorks Services,16.48,103.52,1,0,163.78,Synthetic demonstration data — not actual University of Sydney results
WO-01301,CASE-015317,2026-07-21 12:38:00,2026-07-23 16:00:05,1,9,HVAC and temperature,Metro Building Care,4.82,34.25,1,0,195.54,Synthetic demonstration data — not actual University of Sydney results
WO-01302,CASE-006429,2026-05-19 14:54:00,2026-05-20 17:21:15,1,9,Cleanliness,Metro Building Care,3.87,17.64,1,0,242.66,Synthetic demonstration data — not actual University of Sydney results
WO-01303,CASE-017565,2025-05-15 15:00:00,2025-05-16 11:22:17,3,8,Teaching room equipment,CampusWorks Services,3.37,13.58,1,0,239.03,Synthetic demonstration data — not actual University of Sydney results
WO-01304,CASE-000064,2024-12-19 14:03:00,2024-12-21 02:43:39,1,9,Cleanliness,CampusWorks Services,6.22,24.45,0,0,675.96,Synthetic demonstration data — not actual University of Sydney results
WO-01305,CASE-011143,2026-03-18 14:26:00,2026-03-19 14:42:58,1,9,Study spaces,Learning Spaces Technical,2.84,16.19,1,0,278.61,Synthetic demonstration data — not actual University of Sydney results
WO-01306,CASE-002141,2025-06-27 13:41:00,2025-06-28 03:14:01,2,9,Study spaces,Learning Spaces Technical,4.3,9.03,1,0,384.59,Synthetic demonstration data — not actual University of Sydney results
WO-01307,CASE-015969,2024-11-01 11:30:00,2024-11-02 09:19:38,1,8,Teaching room equipment,CampusWorks Services,8.08,14.55,1,0,223.64,Synthetic demonstration data — not actual University of Sydney results
WO-01308,CASE-009742,2025-03-05 10:35:00,2025-03-06 08:19:11,1,9,Cleanliness,CampusWorks Services,9.82,14.49,1,0,799.79,Synthetic demonstration data — not actual University of Sydney results
WO-01309,CASE-010529,2025-06-04 12:26:00,2025-06-05 11:20:46,1,9,Security and lighting,CampusWorks Services,1.47,15.28,1,0,318.38,Synthetic demonstration data — not actual University of Sydney results
WO-01310,CASE-002226,2024-10-31 15:28:00,2024-11-02 16:37:19,1,9,Study spaces,CampusWorks Services,6.97,32.77,0,0,232.97,Synthetic demonstration data — not actual University of Sydney results
WO-01311,CASE-006788,2025-12-19 11:41:00,2025-12-22 01:57:06,1,9,Study spaces,Metro Building Care,4.59,41.51,1,0,147.36,Synthetic demonstration data — not actual University of Sydney results
WO-01312,CASE-014614,2025-09-08 13:30:00,2025-09-09 01:13:32,3,9,HVAC and temperature,CampusWorks Services,3.76,7.82,0,0,619.66,Synthetic demonstration data — not actual University of Sydney results
WO-01313,CASE-011552,2025-11-22 15:59:00,2025-11-23 09:51:54,1,10,Accessibility,Metro Building Care,2.92,11.92,1,0,872.46,Synthetic demonstration data — not actual University of Sydney results
WO-01314,CASE-011254,2025-03-17 13:04:00,2025-03-19 12:58:42,1,9,Study spaces,Metro Building Care,13.78,31.94,1,1,219.88,Synthetic demonstration data — not actual University of Sydney results
WO-01315,CASE-010537,2026-01-23 16:15:00,2026-01-25 05:11:19,1,9,HVAC and temperature,CampusWorks Services,7.68,24.63,1,1,614.81,Synthetic demonstration data — not actual University of Sydney results
WO-01316,CASE-011736,2024-12-30 17:37:00,2024-12-31 18:21:21,1,9,Study spaces,CampusWorks Services,5.64,16.49,1,1,497.72,Synthetic demonstration data — not actual University of Sydney results
WO-01317,CASE-012594,2024-09-24 08:24:00,2024-09-26 18:36:20,2,9,Cleanliness,Learning Spaces Technical,10.9,38.8,1,0,488.76,Synthetic demonstration data — not actual University of Sydney results
WO-01318,CASE-005169,2026-05-30 08:48:00,2026-06-01 07:29:12,1,9,Study spaces,Learning Spaces Technical,6.7,31.12,1,0,331.21,Synthetic demonstration data — not actual University of Sydney results
WO-01319,CASE-000106,2026-01-05 20:54:00,2026-01-07 08:59:50,1,9,Study spaces,Metro Building Care,9.07,24.06,0,0,353.09,Synthetic demonstration data — not actual University of Sydney results
WO-01320,CASE-000712,2024-11-26 19:15:00,2024-11-27 10:25:30,2,9,Study spaces,Metro Building Care,3.43,10.12,1,0,255.38,Synthetic demonstration data — not actual University of Sydney results
WO-01321,CASE-015659,2026-03-03 11:30:00,2026-03-05 11:45:21,3,9,HVAC and temperature,Metro Building Care,4.73,32.17,0,0,165.88,Synthetic demonstration data — not actual University of Sydney results
WO-01322,CASE-010563,2025-02-11 14:36:00,2025-02-12 13:54:44,1,8,Teaching room equipment,Metro Building Care,6.28,15.54,1,0,91.04,Synthetic demonstration data — not actual University of Sydney results
WO-01323,CASE-008821,2024-10-16 09:33:00,2024-10-17 21:23:51,2,9,HVAC and temperature,CampusWorks Services,4.19,23.9,1,0,483.56,Synthetic demonstration data — not actual University of Sydney results
WO-01324,CASE-001067,2024-12-23 14:10:00,2024-12-23 23:50:23,1,9,Security and lighting,Metro Building Care,3.58,6.45,1,0,1006.62,Synthetic demonstration data — not actual University of Sydney results
WO-01325,CASE-017877,2026-02-19 08:54:00,2026-02-20 01:08:07,1,9,Cleanliness,Metro Building Care,2.56,10.82,0,0,456.05,Synthetic demonstration data — not actual University of Sydney results
WO-01326,CASE-014779,2025-01-20 12:43:00,2025-01-20 23:09:47,1,9,Security and lighting,Learning Spaces Technical,3.57,6.96,1,0,214.04,Synthetic demonstration data — not actual University of Sydney results
WO-01327,CASE-015558,2025-09-24 14:25:00,2025-09-28 10:34:55,1,9,Study spaces,Learning Spaces Technical,4.33,61.44,0,1,73.62,Synthetic demonstration data — not actual University of Sydney results
WO-01328,CASE-009963,2025-04-11 18:36:00,2025-04-17 01:50:06,1,9,Cleanliness,Learning Spaces Technical,2.59,84.82,1,0,200.01,Synthetic demonstration data — not actual University of Sydney results
WO-01329,CASE-006428,2025-04-24 15:01:00,2025-04-26 01:57:52,1,9,Security and lighting,Learning Spaces Technical,10.69,23.3,1,0,698.78,Synthetic demonstration data — not actual University of Sydney results
WO-01330,CASE-016172,2025-11-26 14:49:00,2025-11-28 05:57:18,1,9,Cleanliness,Learning Spaces Technical,6.27,26.09,1,0,277.94,Synthetic demonstration data — not actual University of Sydney results
WO-01331,CASE-011347,2024-12-06 11:12:00,2024-12-08 08:23:38,2,9,HVAC and temperature,Learning Spaces Technical,1.4,30.13,1,0,406.48,Synthetic demonstration data — not actual University of Sydney results
WO-01332,CASE-008648,2025-11-10 14:38:00,2025-11-12 06:05:01,1,9,Cleanliness,Metro Building Care,2.2,26.3,0,0,247.32,Synthetic demonstration data — not actual University of Sydney results
WO-01333,CASE-001474,2025-08-07 16:18:00,2025-08-08 23:29:58,1,9,Study spaces,Metro Building Care,4.62,20.8,0,0,649.87,Synthetic demonstration data — not actual University of Sydney results
WO-01334,CASE-016889,2026-07-15 19:00:00,2026-07-18 01:30:37,1,9,Cleanliness,CampusWorks Services,3.63,36.34,1,0,186.46,Synthetic demonstration data — not actual University of Sydney results
WO-01335,CASE-004007,2025-09-10 15:45:00,2025-09-11 03:53:43,1,9,Security and lighting,Learning Spaces Technical,5.69,8.1,1,0,171.44,Synthetic demonstration data — not actual University of Sydney results
WO-01336,CASE-007058,2026-02-25 12:31:00,2026-02-26 23:36:20,1,9,Security and lighting,CampusWorks Services,3.67,23.39,1,0,560.7,Synthetic demonstration data — not actual University of Sydney results
WO-01337,CASE-017898,2025-12-10 17:15:00,2025-12-11 07:08:27,1,9,Security and lighting,Learning Spaces Technical,1.16,9.26,1,0,97.53,Synthetic demonstration data — not actual University of Sydney results
WO-01338,CASE-001053,2026-05-18 15:33:00,2026-05-19 01:53:55,2,9,HVAC and temperature,Learning Spaces Technical,1.39,6.9,1,0,228.82,Synthetic demonstration data — not actual University of Sydney results
WO-01339,CASE-017408,2025-04-27 20:46:00,2025-04-29 21:08:55,1,9,Cleanliness,Metro Building Care,1.45,32.25,1,0,180.55,Synthetic demonstration data — not actual University of Sydney results
WO-01340,CASE-013124,2024-12-10 17:13:00,2024-12-13 01:54:26,1,9,Study spaces,Learning Spaces Technical,4.17,37.79,0,0,422.64,Synthetic demonstration data — not actual University of Sydney results
WO-01341,CASE-008195,2024-11-29 14:18:00,2024-12-01 01:50:11,3,8,Teaching room equipment,Metro Building Care,4.89,23.69,1,0,1096.91,Synthetic demonstration data — not actual University of Sydney results
WO-01342,CASE-007894,2025-07-21 13:53:00,2025-07-23 21:04:49,1,9,Security and lighting,CampusWorks Services,5.29,36.8,1,0,1144.34,Synthetic demonstration data — not actual University of Sydney results
WO-01343,CASE-002587,2025-10-02 17:07:00,2025-10-03 12:19:30,1,8,Teaching room equipment,CampusWorks Services,6.93,12.81,1,1,283.75,Synthetic demonstration data — not actual University of Sydney results
WO-01344,CASE-016441,2025-02-10 08:32:00,2025-02-11 14:45:10,1,9,Security and lighting,Learning Spaces Technical,4.75,20.15,0,0,148.65,Synthetic demonstration data — not actual University of Sydney results
WO-01345,CASE-006816,2025-03-12 09:11:00,2025-03-13 05:44:56,3,9,Security and lighting,Metro Building Care,6.04,13.71,1,0,386.24,Synthetic demonstration data — not actual University of Sydney results
WO-01346,CASE-006939,2025-05-16 17:53:00,2025-05-17 10:26:00,1,9,Cleanliness,CampusWorks Services,3.82,11.03,0,0,308.77,Synthetic demonstration data — not actual University of Sydney results
WO-01347,CASE-015023,2026-02-18 09:32:00,2026-02-19 06:45:07,1,8,Teaching room equipment,Learning Spaces Technical,2.96,14.15,1,0,107.98,Synthetic demonstration data — not actual University of Sydney results
WO-01348,CASE-014036,2026-05-24 11:47:00,2026-05-27 04:21:52,1,9,Study spaces,CampusWorks Services,4.4,43.05,0,0,203.67,Synthetic demonstration data — not actual University of Sydney results
WO-01349,CASE-005769,2025-10-17 13:36:00,2025-10-18 09:47:37,1,10,Accessibility,Learning Spaces Technical,7.96,13.46,1,0,564.14,Synthetic demonstration data — not actual University of Sydney results
WO-01350,CASE-003259,2025-03-11 10:39:00,2025-03-11 23:48:46,3,9,HVAC and temperature,CampusWorks Services,2.74,8.78,1,0,429.62,Synthetic demonstration data — not actual University of Sydney results
WO-01351,CASE-009935,2026-01-29 17:58:00,2026-01-30 17:55:58,2,10,Accessibility,CampusWorks Services,8.22,15.98,1,0,400.56,Synthetic demonstration data — not actual University of Sydney results
WO-01352,CASE-005032,2026-05-20 19:58:00,2026-05-21 19:11:50,1,9,Study spaces,Metro Building Care,14.49,15.49,1,0,460.21,Synthetic demonstration data — not actual University of Sydney results
WO-01353,CASE-004581,2026-04-27 14:38:00,2026-05-01 01:51:28,1,9,Study spaces,Metro Building Care,4.69,55.48,0,0,477.51,Synthetic demonstration data — not actual University of Sydney results
WO-01354,CASE-010432,2025-08-14 19:41:00,2025-08-17 16:02:56,1,9,HVAC and temperature,Learning Spaces Technical,4.53,45.58,1,0,133.56,Synthetic demonstration data — not actual University of Sydney results
WO-01355,CASE-002603,2026-03-05 10:44:00,2026-03-09 10:32:38,1,9,HVAC and temperature,Metro Building Care,4.31,63.87,1,1,385.12,Synthetic demonstration data — not actual University of Sydney results
WO-01356,CASE-002644,2025-07-12 18:54:00,2025-07-13 20:42:38,3,10,Accessibility,CampusWorks Services,1.81,17.21,0,0,163.53,Synthetic demonstration data — not actual University of Sydney results
WO-01357,CASE-006324,2026-03-14 16:56:00,2026-03-15 17:12:39,1,8,Teaching room equipment,Metro Building Care,3.98,16.19,1,0,515.53,Synthetic demonstration data — not actual University of Sydney results
WO-01358,CASE-013866,2025-06-28 15:09:00,2025-06-29 18:25:53,1,10,Accessibility,CampusWorks Services,5.15,18.19,1,0,174.12,Synthetic demonstration data — not actual University of Sydney results
WO-01359,CASE-011362,2026-07-27 13:27:00,2026-07-29 02:51:15,1,9,Study spaces,CampusWorks Services,9.19,24.94,1,0,234.27,Synthetic demonstration data — not actual University of Sydney results
WO-01360,CASE-011679,2025-10-08 10:41:00,2025-10-13 23:34:32,1,9,HVAC and temperature,Learning Spaces Technical,9.94,88.59,0,0,446.55,Synthetic demonstration data — not actual University of Sydney results
WO-01361,CASE-009185,2025-12-26 17:15:00,2025-12-27 01:51:20,2,9,Study spaces,CampusWorks Services,4.54,5.74,1,1,216.59,Synthetic demonstration data — not actual University of Sydney results
WO-01362,CASE-002332,2025-04-12 18:32:00,2025-04-14 06:39:21,1,8,Teaching room equipment,Learning Spaces Technical,4.44,24.08,1,0,227.35,Synthetic demonstration data — not actual University of Sydney results
WO-01363,CASE-011265,2025-02-12 19:11:00,2025-02-13 18:21:05,2,8,Teaching room equipment,Learning Spaces Technical,14.45,15.45,1,0,553.18,Synthetic demonstration data — not actual University of Sydney results
WO-01364,CASE-009004,2024-12-24 13:43:00,2025-01-01 21:52:23,1,9,Study spaces,Metro Building Care,10.61,133.44,1,1,281.02,Synthetic demonstration data — not actual University of Sydney results
WO-01365,CASE-010913,2026-07-13 11:42:00,2026-07-14 14:26:01,1,9,Cleanliness,Metro Building Care,4.64,17.82,1,0,628.62,Synthetic demonstration data — not actual University of Sydney results
WO-01366,CASE-000346,2025-02-11 11:45:00,2025-02-14 19:09:42,1,10,Accessibility,CampusWorks Services,4.31,52.94,1,1,438.14,Synthetic demonstration data — not actual University of Sydney results
WO-01367,CASE-007880,2025-07-10 11:27:00,2025-07-11 13:27:14,1,9,Security and lighting,Learning Spaces Technical,2.01,17.34,1,0,295.44,Synthetic demonstration data — not actual University of Sydney results
WO-01368,CASE-009770,2026-03-23 13:40:00,2026-03-24 10:24:24,1,8,Teaching room equipment,Learning Spaces Technical,5.87,13.83,0,0,221.53,Synthetic demonstration data — not actual University of Sydney results
WO-01369,CASE-002323,2024-10-15 09:44:00,2024-10-16 21:54:53,1,9,Study spaces,Learning Spaces Technical,6.22,24.12,1,0,229.41,Synthetic demonstration data — not actual University of Sydney results
WO-01370,CASE-016166,2025-08-15 13:06:00,2025-08-16 08:20:27,2,9,Study spaces,Learning Spaces Technical,7.02,12.83,1,0,263.27,Synthetic demonstration data — not actual University of Sydney results
WO-01371,CASE-006967,2026-02-17 16:42:00,2026-02-19 17:17:48,1,9,Study spaces,CampusWorks Services,6.77,32.4,0,0,306.07,Synthetic demonstration data — not actual University of Sydney results
WO-01372,CASE-004560,2025-04-24 10:32:00,2025-04-26 08:51:07,1,9,Cleanliness,Metro Building Care,5.38,30.88,1,0,466.53,Synthetic demonstration data — not actual University of Sydney results
