case_id,submitted_datetime,submitted_date_key,closed_datetime,service_key,team_key,campus_key,cohort_key,lifecycle_stage_key,channel_key,requester_type,case_type,category,priority,current_status,first_response_business_hours,triage_business_hours,assignment_business_hours,resolution_business_hours,first_response_sla_breached,resolution_sla_breached,handoff_count,reopened_flag,repeat_contact_14d,first_contact_resolution_flag,complexity_weight,staff_handle_hours,estimated_cost_aud,case_summary,synthetic_label,ai_theme,ai_summary,ai_recommended_owner,ai_confidence,ai_review_status,source_extract_ts
CASE-016476,2025-08-06 13:32:00,20250806,2025-08-10 11:10:03,3,9.0,1,1,3,2,Student,Service Request,Study spaces,P3,Resolved,9.46,2.59,5.61,60.16,0,1,2,0,0,0,0.92,1.64,119.68,Service issue reported for study spaces at the selected campus.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016477,2024-12-12 09:35:00,20241212,2024-12-14 07:00:21,3,9.0,1,2,3,1,Student,Service Request,HVAC and temperature,P3,Resolved,5.08,1.72,5.23,28.97,0,0,0,0,0,1,1.08,0.53,50.86,Service issue reported for hvac and temperature at the selected campus.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016478,2025-03-30 14:17:00,20250330,2025-04-03 11:19:06,3,9.0,1,7,5,3,Professional Staff,Complaint,Security and lighting,P3,Resolved,8.83,5.53,5.89,58.3,0,1,0,0,1,0,0.99,1.04,82.48,Service issue reported for security and lighting at the selected campus.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016479,2025-02-02 13:47:00,20250202,2025-02-04 09:56:02,1,4.0,1,2,4,1,Student,Enquiry,Documents and letters,P3,Resolved,3.91,1.4,2.34,24.7,0,0,0,0,0,1,1.02,0.78,48.36,Request for help with documents and letters and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016480,2025-02-23 16:08:00,20250223,2025-02-25 02:20:23,2,6.0,1,1,3,1,Student,Service Request,Learning platform,P3,Resolved,14.19,10.59,3.7,18.99,0,0,0,0,1,0,0.88,1.14,70.68,Unable to complete a university task because of learning platform.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016481,2026-07-30 12:41:00,20260730,2026-08-02 11:09:13,1,4.0,3,2,4,5,Student,Service Request,Academic progression,P3,Resolved,5.83,1.95,6.84,43.91,0,1,0,0,0,1,1.13,0.6,37.2,Request for help with academic progression and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016482,2025-08-12 12:47:00,20250812,2025-08-14 09:14:24,1,1.0,1,4,2,2,Student,Service Request,Enrolment changes,P3,Resolved,9.49,3.25,5.86,23.35,0,0,1,0,0,0,1.04,0.86,53.32,Request for help with enrolment changes and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016483,2025-02-04 18:02:00,20250204,2025-02-09 05:21:11,1,2.0,1,1,2,2,Student,Complaint,Timetable and class allocation,P2,Resolved,1.8,0.5,16.33,66.84,0,1,0,0,0,1,1.63,0.81,50.22,Request for help with timetable and class allocation and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016484,2025-02-07 16:39:00,20250207,2025-02-16 13:58:19,1,2.0,1,1,3,1,Student,Service Request,Timetable and class allocation,P2,Resolved,9.54,3.66,37.01,131.43,1,1,0,0,1,0,1.51,0.99,61.38,Request for help with timetable and class allocation and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016485,2026-02-21 19:59:00,20260221,2026-02-25 23:21:44,1,1.0,1,3,3,4,Student,Service Request,Enrolment changes,P2,Resolved,7.65,3.56,9.84,63.96,0,1,0,0,0,1,1.83,2.3,142.6,Request for help with enrolment changes and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016486,2026-03-08 13:43:00,20260308,2026-03-10 14:54:08,2,5.0,3,1,3,2,Student,Enquiry,Device and software,P3,Resolved,4.38,2.2,4.78,26.84,0,0,1,0,0,0,1.12,1.68,104.16,Unable to complete a university task because of device and software.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016487,2026-07-07 19:22:00,20260707,2026-07-10 12:54:41,1,2.0,2,1,3,1,Student,Complaint,Timetable and class allocation,P3,Resolved,6.47,1.82,5.37,39.21,0,0,0,0,1,0,0.98,0.83,51.46,Request for help with timetable and class allocation and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016488,2025-09-07 17:47:00,20250907,2025-09-08 17:09:02,2,6.0,1,6,5,2,Academic Staff,Enquiry,Learning platform,P3,Resolved,4.16,2.27,1.16,11.34,0,0,1,0,0,0,1.01,1.19,73.78,Unable to complete a university task because of learning platform.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016489,2025-07-25 16:22:00,20250725,2025-07-28 22:27:54,2,7.0,2,4,4,3,Student,Enquiry,Wi-Fi and network,P3,Resolved,5.78,2.89,8.52,45.88,0,1,2,0,0,0,1.0,1.23,76.26,Unable to complete a university task because of wi-fi and network.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016490,2025-01-16 11:14:00,20250116,2025-01-19 11:56:49,2,5.0,1,4,2,4,Student,Enquiry,Account access and login,P3,Resolved,4.93,2.64,3.51,40.92,0,1,0,0,0,1,0.88,1.1,68.2,Unable to complete a university task because of account access and login.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016491,2024-11-21 18:12:00,20241121,2024-11-23 07:45:10,1,4.0,1,5,4,3,Student,Service Request,Documents and letters,P4,Resolved,5.02,3.43,3.89,19.0,0,0,0,0,0,1,0.8,0.45,27.9,Request for help with documents and letters and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016492,2025-10-29 17:09:00,20251029,2025-10-30 21:20:13,2,7.0,1,2,3,2,Student,Complaint,Wi-Fi and network,P4,Resolved,4.11,2.47,1.95,15.35,0,0,1,0,0,0,0.65,1.11,68.82,Unable to complete a university task because of wi-fi and network.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016493,2026-06-01 11:55:00,20260601,2026-06-08 11:02:45,2,5.0,1,2,2,1,Student,Enquiry,Device and software,P4,Resolved,3.29,2.22,18.9,105.95,0,1,0,0,1,0,0.63,0.59,36.58,Unable to complete a university task because of device and software.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016494,2026-03-01 14:45:00,20260301,2026-03-05 19:34:27,1,3.0,2,3,3,1,Student,Enquiry,Fees and payments,P3,Resolved,27.1,12.21,10.74,64.77,1,1,3,0,1,0,1.08,2.38,147.56,Request for help with fees and payments and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016495,2024-12-09 18:58:00,20241209,2024-12-14 16:29:59,1,2.0,1,3,3,1,Student,Enquiry,Timetable and class allocation,P4,Resolved,4.63,2.15,33.92,72.98,0,0,2,0,1,0,0.68,1.28,79.36,Request for help with timetable and class allocation and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016496,2025-06-03 14:11:00,20250603,2025-06-04 22:12:33,1,1.0,1,2,2,1,Student,Complaint,Enrolment changes,P3,Resolved,2.02,1.5,4.59,19.77,0,0,0,0,0,1,0.97,1.05,65.1,Request for help with enrolment changes and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016497,2025-02-07 11:31:00,20250207,2025-02-08 20:41:23,1,3.0,1,2,3,1,Student,Service Request,Fees and payments,P3,Resolved,4.25,1.87,2.12,21.09,0,0,1,0,1,0,1.2,1.26,78.12,Request for help with fees and payments and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016498,2025-07-08 08:48:00,20250708,2025-07-09 04:10:48,2,5.0,1,1,3,1,Student,Service Request,Account access and login,P3,Resolved,2.1,1.15,1.28,7.55,0,0,1,0,0,0,1.06,1.21,75.02,Unable to complete a university task because of account access and login.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016499,2026-02-07 11:28:00,20260207,2026-02-08 23:21:41,1,1.0,1,2,2,4,Student,Complaint,Enrolment changes,P4,Resolved,6.69,2.4,4.85,18.85,0,0,1,0,0,0,0.7,0.8,49.6,Request for help with enrolment changes and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016500,2026-03-01 17:04:00,20260301,2026-03-04 13:54:18,1,2.0,1,4,3,1,Student,Enquiry,Timetable and class allocation,P4,Resolved,27.98,12.26,8.18,41.19,1,0,0,0,0,1,0.78,0.86,53.32,Request for help with timetable and class allocation and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016501,2025-07-02 16:32:00,20250702,2025-07-04 13:46:04,2,5.0,1,7,5,1,Professional Staff,Service Request,Device and software,P2,Resolved,6.65,3.96,5.68,24.51,0,1,1,0,0,0,1.72,1.7,105.4,Unable to complete a university task because of device and software.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016502,2026-06-12 17:43:00,20260612,2026-06-14 01:51:53,1,4.0,2,3,4,2,Student,Service Request,Documents and letters,P3,Resolved,3.25,1.81,3.15,14.87,0,0,0,0,0,1,0.85,1.02,63.24,Request for help with documents and letters and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016503,2024-11-01 14:45:00,20241101,2024-11-05 15:01:40,1,4.0,1,2,3,4,Student,Enquiry,Academic progression,P3,Resolved,4.2,2.27,7.91,58.48,0,1,1,0,0,0,0.99,0.9,55.8,Request for help with academic progression and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016504,2024-09-02 20:30:00,20240902,2024-09-04 02:46:09,2,5.0,1,5,3,5,Student,Service Request,Account access and login,P3,Resolved,11.6,6.53,2.34,13.94,0,0,0,0,1,0,1.03,0.56,34.72,Unable to complete a university task because of account access and login.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016505,2026-06-15 10:11:00,20260615,2026-06-18 23:16:15,1,3.0,2,1,3,2,Student,Enquiry,Fees and payments,P3,Resolved,20.69,7.53,6.72,54.07,1,1,1,0,0,0,0.86,0.76,47.12,Request for help with fees and payments and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016506,2025-07-09 19:24:00,20250709,2025-07-13 22:00:05,1,1.0,3,5,3,1,Student,Service Request,Enrolment changes,P3,Resolved,7.98,3.85,13.24,62.56,0,1,1,0,1,0,0.87,1.47,91.14,Request for help with enrolment changes and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016507,2025-03-27 15:36:00,20250327,2025-04-03 02:38:32,3,9.0,1,1,3,1,Student,Idea,Study spaces,P4,Resolved,5.31,1.85,10.34,94.02,0,1,0,0,0,1,0.82,0.73,63.26,Service issue reported for study spaces at the selected campus.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016508,2026-05-12 08:19:00,20260512,2026-05-13 14:29:15,1,4.0,2,1,3,1,Student,Enquiry,Academic progression,P3,Resolved,6.94,3.02,4.26,17.37,0,0,0,0,0,1,1.14,1.36,84.32,Request for help with academic progression and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016509,2025-05-19 09:01:00,20250519,2025-05-21 10:18:16,1,,1,4,3,2,Student,Complaint,Academic progression,P3,Resolved,13.32,6.34,4.31,25.97,0,0,0,0,0,1,1.02,0.59,36.58,Request for help with academic progression and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016510,2025-10-22 13:34:00,20251022,2025-10-23 05:15:02,1,3.0,1,4,4,1,Student,Complaint,Fees and payments,P3,Resolved,7.18,5.13,1.27,9.65,0,0,1,0,1,0,1.15,1.41,87.42,Request for help with fees and payments and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016511,2026-04-11 12:34:00,20260411,2026-04-13 17:39:46,3,8.0,1,7,5,2,Professional Staff,Service Request,Teaching room equipment,P3,Resolved,6.33,4.48,7.39,30.18,0,0,1,0,0,0,0.9,0.99,79.38,Service issue reported for teaching room equipment at the selected campus.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016512,2026-07-01 10:58:00,20260701,2026-07-06 22:56:08,3,9.0,1,6,5,1,Academic Staff,Service Request,HVAC and temperature,P3,Merged Duplicate,22.44,6.2,11.63,,1,0,2,0,0,0,0.93,1.3,98.6,Service issue reported for hvac and temperature at the selected campus.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016513,2026-02-02 17:09:00,20260202,2026-02-03 13:59:10,2,5.0,1,1,2,1,Student,Enquiry,Account access and login,P1,Resolved,9.52,4.55,1.2,10.72,1,1,0,1,1,0,2.4,3.44,213.28,Unable to complete a university task because of account access and login.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016514,2024-10-07 20:50:00,20241007,2024-10-09 01:21:04,1,4.0,1,3,3,1,Student,Service Request,Academic progression,P4,Resolved,2.78,2.0,2.49,12.75,0,0,1,0,0,0,0.65,0.96,59.52,Request for help with academic progression and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016515,2025-06-16 09:08:00,20250616,2025-06-17 07:25:22,2,5.0,1,1,3,1,Student,Enquiry,Multi-factor authentication,P3,Cancelled,12.35,8.61,1.54,,0,0,0,0,0,0,0.98,0.57,35.34,Unable to complete a university task because of multi-factor authentication.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016516,2025-03-24 17:03:00,20250324,2025-03-25 13:27:41,2,5.0,2,4,2,1,Student,Complaint,Device and software,P3,Resolved,4.09,1.73,1.49,9.56,0,0,0,0,0,1,1.04,1.23,76.26,Unable to complete a university task because of device and software.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016517,2025-03-14 16:29:00,20250314,2025-03-17 08:01:48,2,5.0,1,1,1,3,Student,Service Request,Account access and login,P4,Resolved,8.97,3.54,7.69,38.63,0,0,0,0,1,0,0.69,0.64,39.68,Unable to complete a university task because of account access and login.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016518,2024-10-23 11:06:00,20241023,2024-10-26 09:46:59,1,2.0,1,1,3,1,Student,Enquiry,Timetable and class allocation,P4,Resolved,1.75,0.74,8.94,40.5,0,0,0,0,0,1,0.78,0.56,34.72,Request for help with timetable and class allocation and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016519,2025-02-25 14:28:00,20250225,2025-03-10 17:49:40,1,4.0,1,4,4,1,Student,Complaint,Documents and letters,P4,Resolved,9.97,3.74,11.35,199.39,0,1,0,0,0,1,0.77,0.92,57.04,Request for help with documents and letters and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016520,2025-02-27 16:56:00,20250227,2025-03-01 14:33:22,2,5.0,1,2,3,1,Student,Enquiry,Multi-factor authentication,P3,Resolved,6.33,3.79,3.81,23.1,0,0,1,0,0,0,1.07,1.07,66.34,Unable to complete a university task because of multi-factor authentication.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016521,2025-08-27 15:04:00,20250827,2025-08-28 19:57:28,2,7.0,1,1,4,1,Student,Enquiry,Wi-Fi and network,P3,Merged Duplicate,13.71,9.74,2.77,,0,0,0,0,0,0,0.85,0.69,42.78,Unable to complete a university task because of wi-fi and network.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016522,2026-02-18 19:16:00,20260218,2026-02-19 10:32:36,2,5.0,1,7,5,2,Professional Staff,Enquiry,Account access and login,P4,Withdrawn,5.85,2.15,1.91,,0,0,0,0,0,0,0.6,0.29,17.98,Unable to complete a university task because of account access and login.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016523,2025-07-29 17:14:00,20250729,2025-07-30 16:41:57,1,4.0,2,1,4,1,Student,Service Request,Academic progression,P3,Resolved,9.12,2.75,1.08,13.49,0,0,1,0,0,0,0.99,1.36,84.32,Request for help with academic progression and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016524,2024-11-26 15:42:00,20241126,2024-11-27 23:35:44,1,2.0,1,2,4,2,Student,Service Request,Timetable and class allocation,P4,Resolved,3.74,1.54,6.64,14.41,0,0,2,0,1,0,0.61,1.21,75.02,Request for help with timetable and class allocation and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016525,2025-04-01 09:19:00,20250401,2025-04-02 21:59:36,3,9.0,1,2,3,3,Student,Service Request,HVAC and temperature,P4,Resolved,3.6,1.09,3.08,17.57,0,0,0,0,1,0,0.6,0.49,48.38,Service issue reported for hvac and temperature at the selected campus.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016526,2025-08-04 14:45:00,20250804,2025-08-06 02:11:48,2,5.0,1,1,1,5,Student,Enquiry,Account access and login,P3,Resolved,10.61,5.68,2.16,16.91,0,0,0,0,0,1,1.13,1.07,66.34,Unable to complete a university task because of account access and login.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016527,2025-08-06 19:59:00,20250806,2025-08-09 02:03:59,2,5.0,1,1,1,3,Student,Service Request,Account access and login,P3,Resolved,7.78,4.33,8.4,33.45,0,0,0,0,0,1,0.99,1.27,78.74,Unable to complete a university task because of account access and login.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016528,2025-01-22 13:26:00,20250122,2025-01-24 03:55:43,3,10.0,3,6,5,2,Academic Staff,Service Request,Accessibility,P3,Resolved,15.49,6.31,3.48,18.97,0,0,0,0,0,1,1.01,0.79,66.98,Service issue reported for accessibility at the selected campus.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016529,2025-02-04 12:17:00,20250204,2025-02-07 03:41:53,1,2.0,2,2,3,1,Student,Service Request,Timetable and class allocation,P3,Resolved,2.15,0.51,5.72,38.23,0,0,1,0,0,0,0.87,1.19,73.78,Request for help with timetable and class allocation and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016530,2026-02-04 12:16:00,20260204,2026-02-06 09:53:14,1,2.0,1,5,3,4,Student,Service Request,Timetable and class allocation,P3,Resolved,18.53,8.05,4.68,24.66,1,0,2,0,1,0,0.9,1.22,75.64,Request for help with timetable and class allocation and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016531,2026-07-15 15:25:00,20260715,2026-07-17 03:45:51,2,5.0,1,3,2,1,Student,Service Request,Multi-factor authentication,P3,Resolved,2.06,0.92,6.14,22.53,0,0,1,0,0,0,1.15,1.07,66.34,Unable to complete a university task because of multi-factor authentication.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016532,2025-01-06 14:38:00,20250106,2025-01-07 10:50:08,1,4.0,1,3,4,2,Student,Service Request,Documents and letters,P4,Resolved,2.02,1.45,2.51,12.24,0,0,1,0,0,0,0.72,0.81,50.22,Request for help with documents and letters and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016533,2025-06-18 16:20:00,20250618,2025-06-21 10:53:51,2,5.0,1,1,2,1,Student,Complaint,Account access and login,P4,Resolved,3.74,1.87,6.72,42.39,0,0,0,0,1,0,0.77,0.79,48.98,Unable to complete a university task because of account access and login.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016534,2025-11-19 19:34:00,20251119,2025-11-22 07:26:58,2,5.0,1,4,3,1,Student,Service Request,Device and software,P3,Resolved,4.75,1.82,4.38,34.49,0,0,1,0,1,0,0.99,1.42,88.04,Unable to complete a university task because of device and software.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016535,2025-06-23 13:29:00,20250623,2025-06-27 23:46:55,1,3.0,1,4,2,2,Student,Enquiry,Fees and payments,P1,Resolved,4.31,2.16,12.98,65.73,1,1,0,0,1,0,1.97,1.46,90.52,Request for help with fees and payments and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016536,2025-05-07 13:27:00,20250507,2025-05-08 23:10:38,3,9.0,1,4,3,2,Student,Enquiry,Study spaces,P4,Withdrawn,7.96,3.0,1.86,,0,0,0,0,0,0,0.79,0.61,55.82,Service issue reported for study spaces at the selected campus.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016537,2025-08-04 11:15:00,20250804,2025-08-09 03:35:26,3,9.0,1,4,2,2,Student,Service Request,HVAC and temperature,P2,Resolved,2.28,0.61,4.7,67.69,0,1,0,0,1,0,1.79,1.15,89.3,Service issue reported for hvac and temperature at the selected campus.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016538,2025-11-14 16:21:00,20251114,2025-11-15 14:02:00,1,4.0,1,4,4,4,Student,Service Request,Documents and letters,P2,Resolved,5.55,3.01,2.91,12.53,0,0,1,0,1,0,1.42,2.19,135.78,Request for help with documents and letters and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016539,2025-11-04 20:18:00,20251104,2025-11-07 18:44:03,1,4.0,1,5,3,1,Student,Enquiry,Documents and letters,P4,Merged Duplicate,2.6,1.94,10.54,,0,0,0,0,0,0,0.79,0.73,45.26,Request for help with documents and letters and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016540,2025-07-03 16:37:00,20250703,2025-07-07 08:55:16,1,4.0,1,1,4,1,Student,Complaint,Documents and letters,P3,Resolved,5.08,1.62,8.59,52.26,0,1,1,0,0,0,1.01,0.83,51.46,Request for help with documents and letters and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016541,2024-09-20 13:30:00,20240920,2024-09-21 13:45:21,1,1.0,1,5,3,1,Student,Service Request,Enrolment changes,P3,Resolved,6.66,4.06,5.27,12.03,0,0,0,1,0,0,1.17,1.71,106.02,Request for help with enrolment changes and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016542,2025-04-10 18:58:00,20250410,2025-04-12 02:24:45,3,9.0,2,3,3,1,Student,Service Request,Security and lighting,P4,Resolved,8.71,3.56,3.63,16.99,0,0,0,0,0,1,0.76,0.44,45.28,Service issue reported for security and lighting at the selected campus.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016543,2025-09-25 10:02:00,20250925,2025-09-27 01:23:24,1,2.0,1,4,4,1,Student,Complaint,Timetable and class allocation,P3,Resolved,3.08,1.09,8.33,19.65,0,0,2,0,1,0,1.01,1.58,97.96,Request for help with timetable and class allocation and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016544,2024-11-14 15:11:00,20241114,2024-11-16 01:51:57,1,4.0,1,1,4,3,Student,Service Request,Academic progression,P3,Resolved,16.97,10.35,4.97,21.94,1,0,1,0,0,0,1.15,0.87,53.94,Request for help with academic progression and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016545,2024-09-25 09:41:00,20240925,2024-09-26 06:46:24,1,3.0,3,5,3,3,Student,Complaint,Fees and payments,P3,Resolved,3.65,1.37,1.68,8.36,0,0,1,0,0,0,0.95,0.87,53.94,Request for help with fees and payments and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016546,2025-07-30 12:26:00,20250730,2025-07-31 17:52:21,3,9.0,1,7,5,2,Professional Staff,Service Request,Cleanliness,P3,Resolved,6.12,2.25,4.3,17.8,0,0,0,0,0,1,1.04,1.24,94.88,Service issue reported for cleanliness at the selected campus.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016547,2025-10-12 12:45:00,20251012,2025-10-15 04:08:15,1,4.0,2,3,3,3,Student,Complaint,Documents and letters,P1,Resolved,4.56,3.34,10.33,39.12,1,1,2,0,0,0,2.62,2.54,157.48,Request for help with documents and letters and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016548,2024-11-05 13:32:00,20241105,2024-11-07 04:42:58,3,10.0,1,3,2,3,Student,Enquiry,Accessibility,P3,Resolved,6.38,2.59,6.27,24.26,0,0,0,0,0,1,0.9,0.86,71.32,Service issue reported for accessibility at the selected campus.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016549,2025-12-07 18:55:00,20251207,2025-12-09 17:27:20,1,2.0,1,1,3,3,Student,Complaint,Timetable and class allocation,P3,Resolved,3.29,2.45,10.69,25.7,0,0,1,0,0,0,0.87,1.07,66.34,Request for help with timetable and class allocation and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016550,2026-05-23 11:17:00,20260523,2026-05-24 17:34:07,1,3.0,1,4,3,5,Student,Service Request,Fees and payments,P3,Resolved,4.95,2.62,2.32,13.85,0,0,0,0,0,1,1.08,1.24,76.88,Request for help with fees and payments and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016551,2025-07-30 12:46:00,20250730,2025-08-02 07:25:10,1,2.0,2,5,2,3,Student,Complaint,Timetable and class allocation,P3,Resolved,5.02,2.26,10.63,37.16,0,0,2,0,1,0,1.13,1.78,110.36,Request for help with timetable and class allocation and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
CASE-016552,2026-02-24 15:34:00,20260224,2026-02-28 10:56:45,1,4.0,2,4,4,5,Student,Service Request,Documents and letters,P2,Resolved,4.69,1.08,7.75,58.03,0,1,0,1,1,0,1.64,2.84,176.08,Request for help with documents and letters and clarification of the next step.,Synthetic demonstration data — not actual University of Sydney results,,,,,Not run,2026-08-15 12:00:00
