interaction_id,case_id,interaction_datetime,channel_key,direction,requester_initiated,interaction_sequence,handle_minutes,synthetic_label
INT-0028607,CASE-014719,2026-04-26 03:31:11,2,Outbound,0,2,21,Synthetic demonstration data — not actual University of Sydney results
INT-0028608,CASE-014719,2026-04-26 19:22:01,1,Outbound,0,3,13,Synthetic demonstration data — not actual University of Sydney results
INT-0028609,CASE-014720,2025-08-29 18:20:00,2,Inbound,1,1,20,Synthetic demonstration data — not actual University of Sydney results
INT-0028610,CASE-014721,2026-07-29 14:50:00,3,Inbound,1,1,20,Synthetic demonstration data — not actual University of Sydney results
INT-0028611,CASE-014722,2026-04-14 20:47:00,1,Inbound,1,1,24,Synthetic demonstration data — not actual University of Sydney results
INT-0028612,CASE-014723,2026-01-05 15:57:00,4,Inbound,1,1,16,Synthetic demonstration data — not actual University of Sydney results
INT-0028613,CASE-014723,2026-01-06 11:55:52,3,Outbound,0,2,16,Synthetic demonstration data — not actual University of Sydney results
INT-0028614,CASE-014724,2025-10-29 17:59:00,1,Inbound,1,1,22,Synthetic demonstration data — not actual University of Sydney results
INT-0028615,CASE-014724,2025-10-30 18:04:50,4,Outbound,0,2,22,Synthetic demonstration data — not actual University of Sydney results
INT-0028616,CASE-014725,2026-08-13 14:13:00,1,Inbound,1,1,18,Synthetic demonstration data — not actual University of Sydney results
INT-0028617,CASE-014725,2026-08-14 11:25:34,4,Inbound,1,2,10,Synthetic demonstration data — not actual University of Sydney results
INT-0028618,CASE-014726,2024-10-10 13:27:00,2,Inbound,1,1,20,Synthetic demonstration data — not actual University of Sydney results
INT-0028619,CASE-014726,2024-10-12 01:34:23,1,Outbound,0,2,19,Synthetic demonstration data — not actual University of Sydney results
INT-0028620,CASE-014726,2024-10-14 05:01:22,2,Outbound,0,3,9,Synthetic demonstration data — not actual University of Sydney results
INT-0028621,CASE-014727,2026-06-20 14:22:00,5,Inbound,1,1,14,Synthetic demonstration data — not actual University of Sydney results
INT-0028622,CASE-014728,2025-05-08 08:55:00,3,Inbound,1,1,32,Synthetic demonstration data — not actual University of Sydney results
INT-0028623,CASE-014728,2025-05-10 14:48:51,3,Outbound,0,2,17,Synthetic demonstration data — not actual University of Sydney results
INT-0028624,CASE-014729,2026-08-01 12:54:00,2,Inbound,1,1,19,Synthetic demonstration data — not actual University of Sydney results
INT-0028625,CASE-014729,2026-08-01 22:38:11,4,Outbound,0,2,25,Synthetic demonstration data — not actual University of Sydney results
INT-0028626,CASE-014730,2025-04-23 15:26:00,1,Inbound,1,1,12,Synthetic demonstration data — not actual University of Sydney results
INT-0028627,CASE-014731,2026-02-22 14:46:00,2,Inbound,1,1,24,Synthetic demonstration data — not actual University of Sydney results
INT-0028628,CASE-014731,2026-03-02 21:55:17,3,Outbound,0,2,38,Synthetic demonstration data — not actual University of Sydney results
INT-0028629,CASE-014732,2026-08-12 12:34:00,1,Inbound,1,1,22,Synthetic demonstration data — not actual University of Sydney results
INT-0028630,CASE-014732,2026-08-14 20:44:37,4,Outbound,0,2,31,Synthetic demonstration data — not actual University of Sydney results
INT-0028631,CASE-014733,2025-12-19 14:30:00,2,Inbound,1,1,12,Synthetic demonstration data — not actual University of Sydney results
INT-0028632,CASE-014734,2025-07-31 15:45:00,3,Inbound,1,1,7,Synthetic demonstration data — not actual University of Sydney results
INT-0028633,CASE-014734,2025-08-01 16:59:42,4,Outbound,0,2,25,Synthetic demonstration data — not actual University of Sydney results
INT-0028634,CASE-014735,2024-12-10 12:48:00,1,Inbound,1,1,24,Synthetic demonstration data — not actual University of Sydney results
INT-0028635,CASE-014735,2024-12-11 17:10:45,1,Inbound,1,2,15,Synthetic demonstration data — not actual University of Sydney results
INT-0028636,CASE-014735,2024-12-13 16:05:41,4,Outbound,0,3,27,Synthetic demonstration data — not actual University of Sydney results
INT-0028637,CASE-014735,2024-12-15 09:43:50,4,Inbound,1,4,17,Synthetic demonstration data — not actual University of Sydney results
INT-0028638,CASE-014736,2025-02-17 12:44:00,5,Inbound,1,1,20,Synthetic demonstration data — not actual University of Sydney results
INT-0028639,CASE-014737,2025-05-28 10:03:00,1,Inbound,1,1,28,Synthetic demonstration data — not actual University of Sydney results
INT-0028640,CASE-014737,2025-05-29 02:55:14,1,Outbound,0,2,14,Synthetic demonstration data — not actual University of Sydney results
INT-0028641,CASE-014738,2025-03-21 16:39:00,2,Inbound,1,1,17,Synthetic demonstration data — not actual University of Sydney results
INT-0028642,CASE-014739,2026-04-09 12:12:00,1,Inbound,1,1,26,Synthetic demonstration data — not actual University of Sydney results
INT-0028643,CASE-014739,2026-04-11 05:19:47,3,Inbound,1,2,15,Synthetic demonstration data — not actual University of Sydney results
INT-0028644,CASE-014740,2025-03-02 12:01:00,1,Inbound,1,1,24,Synthetic demonstration data — not actual University of Sydney results
INT-0028645,CASE-014740,2025-03-02 19:32:00,1,Inbound,1,2,26,Synthetic demonstration data — not actual University of Sydney results
INT-0028646,CASE-014740,2025-03-03 07:02:26,2,Inbound,1,3,23,Synthetic demonstration data — not actual University of Sydney results
INT-0028647,CASE-014741,2025-11-03 17:44:00,1,Inbound,1,1,19,Synthetic demonstration data — not actual University of Sydney results
INT-0028648,CASE-014742,2026-05-14 19:49:00,3,Inbound,1,1,18,Synthetic demonstration data — not actual University of Sydney results
INT-0028649,CASE-014743,2025-03-08 09:07:00,3,Inbound,1,1,18,Synthetic demonstration data — not actual University of Sydney results
INT-0028650,CASE-014744,2024-11-08 10:28:00,1,Inbound,1,1,13,Synthetic demonstration data — not actual University of Sydney results
INT-0028651,CASE-014744,2024-11-09 08:19:50,2,Outbound,0,2,25,Synthetic demonstration data — not actual University of Sydney results
INT-0028652,CASE-014744,2024-11-09 09:48:16,3,Inbound,1,3,16,Synthetic demonstration data — not actual University of Sydney results
INT-0028653,CASE-014745,2025-09-25 14:02:00,1,Inbound,1,1,13,Synthetic demonstration data — not actual University of Sydney results
INT-0028654,CASE-014745,2025-09-27 14:53:43,2,Outbound,0,2,13,Synthetic demonstration data — not actual University of Sydney results
INT-0028655,CASE-014746,2026-06-02 15:06:00,5,Inbound,1,1,9,Synthetic demonstration data — not actual University of Sydney results
INT-0028656,CASE-014746,2026-06-03 14:16:10,2,Outbound,0,2,18,Synthetic demonstration data — not actual University of Sydney results
INT-0028657,CASE-014747,2024-11-06 18:03:00,1,Inbound,1,1,21,Synthetic demonstration data — not actual University of Sydney results
INT-0028658,CASE-014747,2024-11-07 21:36:38,2,Inbound,1,2,21,Synthetic demonstration data — not actual University of Sydney results
INT-0028659,CASE-014748,2025-09-18 15:16:00,1,Inbound,1,1,17,Synthetic demonstration data — not actual University of Sydney results
INT-0028660,CASE-014748,2025-09-19 05:48:49,4,Outbound,0,2,21,Synthetic demonstration data — not actual University of Sydney results
INT-0028661,CASE-014749,2025-08-10 16:49:00,2,Inbound,1,1,20,Synthetic demonstration data — not actual University of Sydney results
INT-0028662,CASE-014749,2025-08-12 06:08:48,1,Outbound,0,2,17,Synthetic demonstration data — not actual University of Sydney results
INT-0028663,CASE-014750,2025-09-22 18:17:00,1,Inbound,1,1,19,Synthetic demonstration data — not actual University of Sydney results
INT-0028664,CASE-014751,2026-03-25 18:07:00,2,Inbound,1,1,26,Synthetic demonstration data — not actual University of Sydney results
INT-0028665,CASE-014752,2026-01-30 14:46:00,4,Inbound,1,1,28,Synthetic demonstration data — not actual University of Sydney results
INT-0028666,CASE-014753,2024-10-01 12:55:00,1,Inbound,1,1,20,Synthetic demonstration data — not actual University of Sydney results
INT-0028667,CASE-014753,2024-10-03 01:58:46,1,Outbound,0,2,24,Synthetic demonstration data — not actual University of Sydney results
INT-0028668,CASE-014753,2024-10-04 04:41:04,4,Inbound,1,3,14,Synthetic demonstration data — not actual University of Sydney results
INT-0028669,CASE-014753,2024-10-04 09:49:46,1,Outbound,0,4,22,Synthetic demonstration data — not actual University of Sydney results
INT-0028670,CASE-014754,2026-04-11 18:50:00,5,Inbound,1,1,17,Synthetic demonstration data — not actual University of Sydney results
INT-0028671,CASE-014754,2026-04-12 13:58:38,4,Inbound,1,2,14,Synthetic demonstration data — not actual University of Sydney results
INT-0028672,CASE-014755,2025-09-21 10:24:00,1,Inbound,1,1,11,Synthetic demonstration data — not actual University of Sydney results
INT-0028673,CASE-014756,2024-11-07 12:05:00,5,Inbound,1,1,18,Synthetic demonstration data — not actual University of Sydney results
INT-0028674,CASE-014756,2024-11-08 20:07:01,1,Outbound,0,2,13,Synthetic demonstration data — not actual University of Sydney results
INT-0028675,CASE-014756,2024-11-09 05:00:21,2,Outbound,0,3,20,Synthetic demonstration data — not actual University of Sydney results
INT-0028676,CASE-014757,2025-12-14 16:00:00,1,Inbound,1,1,14,Synthetic demonstration data — not actual University of Sydney results
INT-0028677,CASE-014757,2025-12-15 17:35:01,1,Inbound,1,2,22,Synthetic demonstration data — not actual University of Sydney results
INT-0028678,CASE-014757,2025-12-16 06:15:57,2,Outbound,0,3,19,Synthetic demonstration data — not actual University of Sydney results
INT-0028679,CASE-014758,2024-12-12 10:21:00,1,Inbound,1,1,27,Synthetic demonstration data — not actual University of Sydney results
INT-0028680,CASE-014758,2024-12-14 01:46:07,3,Inbound,1,2,17,Synthetic demonstration data — not actual University of Sydney results
INT-0028681,CASE-014759,2025-01-18 11:55:00,2,Inbound,1,1,13,Synthetic demonstration data — not actual University of Sydney results
INT-0028682,CASE-014760,2026-01-23 12:48:00,1,Inbound,1,1,20,Synthetic demonstration data — not actual University of Sydney results
INT-0028683,CASE-014760,2026-01-24 18:13:15,1,Outbound,0,2,13,Synthetic demonstration data — not actual University of Sydney results
INT-0028684,CASE-014760,2026-01-25 10:44:23,1,Outbound,0,3,24,Synthetic demonstration data — not actual University of Sydney results
INT-0028685,CASE-014761,2025-07-05 16:13:00,2,Inbound,1,1,31,Synthetic demonstration data — not actual University of Sydney results
INT-0028686,CASE-014761,2025-07-07 05:51:09,2,Inbound,1,2,26,Synthetic demonstration data — not actual University of Sydney results
INT-0028687,CASE-014762,2026-02-09 13:45:00,4,Inbound,1,1,24,Synthetic demonstration data — not actual University of Sydney results
INT-0028688,CASE-014762,2026-02-10 09:28:03,3,Outbound,0,2,11,Synthetic demonstration data — not actual University of Sydney results
INT-0028689,CASE-014762,2026-02-10 12:37:09,1,Outbound,0,3,28,Synthetic demonstration data — not actual University of Sydney results
INT-0028690,CASE-014763,2025-02-15 13:05:00,1,Inbound,1,1,17,Synthetic demonstration data — not actual University of Sydney results
INT-0028691,CASE-014764,2024-12-12 14:46:00,1,Inbound,1,1,17,Synthetic demonstration data — not actual University of Sydney results
INT-0028692,CASE-014765,2025-08-06 09:53:00,1,Inbound,1,1,16,Synthetic demonstration data — not actual University of Sydney results
INT-0028693,CASE-014765,2025-08-08 00:03:31,2,Inbound,1,2,28,Synthetic demonstration data — not actual University of Sydney results
INT-0028694,CASE-014766,2025-03-05 13:02:00,4,Inbound,1,1,16,Synthetic demonstration data — not actual University of Sydney results
INT-0028695,CASE-014766,2025-03-05 19:34:14,1,Outbound,0,2,30,Synthetic demonstration data — not actual University of Sydney results
INT-0028696,CASE-014767,2026-04-30 18:17:00,1,Inbound,1,1,19,Synthetic demonstration data — not actual University of Sydney results
INT-0028697,CASE-014767,2026-05-02 01:34:36,1,Outbound,0,2,10,Synthetic demonstration data — not actual University of Sydney results
INT-0028698,CASE-014767,2026-05-02 19:33:38,3,Outbound,0,3,12,Synthetic demonstration data — not actual University of Sydney results
INT-0028699,CASE-014767,2026-05-03 01:35:21,3,Outbound,0,4,16,Synthetic demonstration data — not actual University of Sydney results
INT-0028700,CASE-014768,2025-02-08 16:02:00,1,Inbound,1,1,8,Synthetic demonstration data — not actual University of Sydney results
INT-0028701,CASE-014768,2025-02-10 14:45:24,3,Outbound,0,2,28,Synthetic demonstration data — not actual University of Sydney results
INT-0028702,CASE-014769,2025-11-19 17:57:00,1,Inbound,1,1,13,Synthetic demonstration data — not actual University of Sydney results
INT-0028703,CASE-014770,2025-04-05 16:00:00,3,Inbound,1,1,22,Synthetic demonstration data — not actual University of Sydney results
INT-0028704,CASE-014770,2025-04-06 09:01:26,2,Outbound,0,2,24,Synthetic demonstration data — not actual University of Sydney results
INT-0028705,CASE-014770,2025-04-06 21:07:32,4,Outbound,0,3,17,Synthetic demonstration data — not actual University of Sydney results
INT-0028706,CASE-014770,2025-04-08 11:56:58,1,Outbound,0,4,21,Synthetic demonstration data — not actual University of Sydney results
INT-0028707,CASE-014771,2026-06-15 15:18:00,2,Inbound,1,1,27,Synthetic demonstration data — not actual University of Sydney results
INT-0028708,CASE-014772,2026-01-29 12:20:00,1,Inbound,1,1,23,Synthetic demonstration data — not actual University of Sydney results
INT-0028709,CASE-014772,2026-01-29 22:37:16,1,Outbound,0,2,23,Synthetic demonstration data — not actual University of Sydney results
INT-0028710,CASE-014773,2025-05-29 13:32:00,1,Inbound,1,1,21,Synthetic demonstration data — not actual University of Sydney results
INT-0028711,CASE-014773,2025-06-02 12:06:32,3,Inbound,1,2,18,Synthetic demonstration data — not actual University of Sydney results
INT-0028712,CASE-014773,2025-06-04 08:58:12,1,Outbound,0,3,27,Synthetic demonstration data — not actual University of Sydney results
INT-0028713,CASE-014774,2025-03-22 13:18:00,3,Inbound,1,1,24,Synthetic demonstration data — not actual University of Sydney results
INT-0028714,CASE-014775,2025-07-28 16:51:00,4,Inbound,1,1,29,Synthetic demonstration data — not actual University of Sydney results
INT-0028715,CASE-014776,2026-07-31 11:45:00,3,Inbound,1,1,33,Synthetic demonstration data — not actual University of Sydney results
INT-0028716,CASE-014776,2026-07-31 21:01:52,2,Outbound,0,2,15,Synthetic demonstration data — not actual University of Sydney results
INT-0028717,CASE-014777,2025-09-12 13:30:00,1,Inbound,1,1,11,Synthetic demonstration data — not actual University of Sydney results
INT-0028718,CASE-014778,2024-09-13 16:08:00,3,Inbound,1,1,22,Synthetic demonstration data — not actual University of Sydney results
INT-0028719,CASE-014779,2025-01-20 12:43:00,1,Inbound,1,1,22,Synthetic demonstration data — not actual University of Sydney results
INT-0028720,CASE-014780,2025-07-30 14:07:00,3,Inbound,1,1,20,Synthetic demonstration data — not actual University of Sydney results
INT-0028721,CASE-014780,2025-07-31 09:32:59,1,Outbound,0,2,13,Synthetic demonstration data — not actual University of Sydney results
INT-0028722,CASE-014781,2026-08-12 12:27:00,2,Inbound,1,1,16,Synthetic demonstration data — not actual University of Sydney results
INT-0028723,CASE-014781,2026-08-12 21:40:46,3,Outbound,0,2,21,Synthetic demonstration data — not actual University of Sydney results
INT-0028724,CASE-014781,2026-08-13 04:36:20,4,Inbound,1,3,19,Synthetic demonstration data — not actual University of Sydney results
INT-0028725,CASE-014782,2025-10-17 13:13:00,3,Inbound,1,1,13,Synthetic demonstration data — not actual University of Sydney results
INT-0028726,CASE-014782,2025-10-19 20:21:36,3,Inbound,1,2,10,Synthetic demonstration data — not actual University of Sydney results
INT-0028727,CASE-014783,2024-10-28 15:50:00,4,Inbound,1,1,24,Synthetic demonstration data — not actual University of Sydney results
INT-0028728,CASE-014783,2024-11-01 09:35:35,2,Inbound,1,2,20,Synthetic demonstration data — not actual University of Sydney results
INT-0028729,CASE-014783,2024-11-01 21:26:08,2,Outbound,0,3,17,Synthetic demonstration data — not actual University of Sydney results
INT-0028730,CASE-014784,2026-03-25 11:30:00,1,Inbound,1,1,18,Synthetic demonstration data — not actual University of Sydney results
INT-0028731,CASE-014784,2026-03-26 12:25:43,3,Outbound,0,2,23,Synthetic demonstration data — not actual University of Sydney results
INT-0028732,CASE-014785,2025-04-17 12:44:00,2,Inbound,1,1,20,Synthetic demonstration data — not actual University of Sydney results
INT-0028733,CASE-014785,2025-04-18 20:59:46,3,Outbound,0,2,27,Synthetic demonstration data — not actual University of Sydney results
INT-0028734,CASE-014786,2025-12-19 18:48:00,4,Inbound,1,1,14,Synthetic demonstration data — not actual University of Sydney results
INT-0028735,CASE-014786,2025-12-20 10:52:32,2,Outbound,0,2,18,Synthetic demonstration data — not actual University of Sydney results
INT-0028736,CASE-014786,2025-12-20 12:28:30,2,Inbound,1,3,28,Synthetic demonstration data — not actual University of Sydney results
INT-0028737,CASE-014787,2025-10-02 14:54:00,1,Inbound,1,1,23,Synthetic demonstration data — not actual University of Sydney results
INT-0028738,CASE-014787,2025-10-03 11:05:50,2,Outbound,0,2,12,Synthetic demonstration data — not actual University of Sydney results
INT-0028739,CASE-014787,2025-10-03 16:57:25,4,Inbound,1,3,23,Synthetic demonstration data — not actual University of Sydney results
INT-0028740,CASE-014788,2026-07-22 15:08:00,1,Inbound,1,1,18,Synthetic demonstration data — not actual University of Sydney results
INT-0028741,CASE-014788,2026-07-23 02:58:08,1,Outbound,0,2,26,Synthetic demonstration data — not actual University of Sydney results
INT-0028742,CASE-014789,2026-05-15 13:06:00,1,Inbound,1,1,26,Synthetic demonstration data — not actual University of Sydney results
INT-0028743,CASE-014790,2025-02-28 15:19:00,1,Inbound,1,1,15,Synthetic demonstration data — not actual University of Sydney results
INT-0028744,CASE-014791,2026-03-05 14:15:00,1,Inbound,1,1,23,Synthetic demonstration data — not actual University of Sydney results
INT-0028745,CASE-014792,2025-06-30 14:57:00,1,Inbound,1,1,18,Synthetic demonstration data — not actual University of Sydney results
INT-0028746,CASE-014792,2025-07-02 00:07:14,2,Outbound,0,2,21,Synthetic demonstration data — not actual University of Sydney results
INT-0028747,CASE-014793,2024-12-26 11:48:00,1,Inbound,1,1,26,Synthetic demonstration data — not actual University of Sydney results
INT-0028748,CASE-014793,2024-12-27 05:10:17,1,Outbound,0,2,20,Synthetic demonstration data — not actual University of Sydney results
INT-0028749,CASE-014793,2024-12-27 19:34:19,4,Outbound,0,3,28,Synthetic demonstration data — not actual University of Sydney results
INT-0028750,CASE-014794,2025-11-25 11:25:00,1,Inbound,1,1,12,Synthetic demonstration data — not actual University of Sydney results
INT-0028751,CASE-014794,2025-11-30 07:13:48,2,Inbound,1,2,16,Synthetic demonstration data — not actual University of Sydney results
INT-0028752,CASE-014795,2026-03-16 08:45:00,1,Inbound,1,1,21,Synthetic demonstration data — not actual University of Sydney results
INT-0028753,CASE-014795,2026-03-20 02:43:27,4,Outbound,0,2,18,Synthetic demonstration data — not actual University of Sydney results
INT-0028754,CASE-014796,2026-07-13 14:47:00,1,Inbound,1,1,23,Synthetic demonstration data — not actual University of Sydney results
INT-0028755,CASE-014796,2026-07-14 19:12:58,3,Outbound,0,2,22,Synthetic demonstration data — not actual University of Sydney results
INT-0028756,CASE-014796,2026-07-14 20:31:06,3,Outbound,0,3,24,Synthetic demonstration data — not actual University of Sydney results
INT-0028757,CASE-014797,2025-04-25 20:02:00,1,Inbound,1,1,15,Synthetic demonstration data — not actual University of Sydney results
INT-0028758,CASE-014797,2025-04-26 03:45:13,2,Outbound,0,2,21,Synthetic demonstration data — not actual University of Sydney results
INT-0028759,CASE-014797,2025-04-26 12:24:49,1,Inbound,1,3,19,Synthetic demonstration data — not actual University of Sydney results
INT-0028760,CASE-014797,2025-04-26 13:35:10,3,Inbound,1,4,17,Synthetic demonstration data — not actual University of Sydney results
INT-0028761,CASE-014798,2025-02-19 15:57:00,1,Inbound,1,1,20,Synthetic demonstration data — not actual University of Sydney results
INT-0028762,CASE-014799,2025-03-04 13:14:00,4,Inbound,1,1,27,Synthetic demonstration data — not actual University of Sydney results
INT-0028763,CASE-014800,2025-09-20 14:08:00,2,Inbound,1,1,11,Synthetic demonstration data — not actual University of Sydney results
INT-0028764,CASE-014800,2025-09-23 07:25:00,2,Outbound,0,2,16,Synthetic demonstration data — not actual University of Sydney results
INT-0028765,CASE-014801,2026-04-28 11:52:00,3,Inbound,1,1,21,Synthetic demonstration data — not actual University of Sydney results
INT-0028766,CASE-014801,2026-04-28 22:24:26,3,Outbound,0,2,8,Synthetic demonstration data — not actual University of Sydney results
INT-0028767,CASE-014801,2026-04-29 05:12:32,2,Outbound,0,3,19,Synthetic demonstration data — not actual University of Sydney results
INT-0028768,CASE-014802,2025-07-14 15:03:00,2,Inbound,1,1,12,Synthetic demonstration data — not actual University of Sydney results
INT-0028769,CASE-014802,2025-07-14 22:19:26,4,Inbound,1,2,16,Synthetic demonstration data — not actual University of Sydney results
INT-0028770,CASE-014803,2025-07-21 18:41:00,4,Inbound,1,1,21,Synthetic demonstration data — not actual University of Sydney results
INT-0028771,CASE-014804,2026-07-21 18:09:00,3,Inbound,1,1,11,Synthetic demonstration data — not actual University of Sydney results
INT-0028772,CASE-014805,2025-07-15 20:56:00,2,Inbound,1,1,26,Synthetic demonstration data — not actual University of Sydney results
INT-0028773,CASE-014805,2025-07-19 15:47:39,3,Outbound,0,2,16,Synthetic demonstration data — not actual University of Sydney results
INT-0028774,CASE-014806,2026-03-19 11:01:00,5,Inbound,1,1,26,Synthetic demonstration data — not actual University of Sydney results
INT-0028775,CASE-014806,2026-03-20 03:58:22,2,Inbound,1,2,16,Synthetic demonstration data — not actual University of Sydney results
INT-0028776,CASE-014807,2025-12-03 10:00:00,5,Inbound,1,1,15,Synthetic demonstration data — not actual University of Sydney results
INT-0028777,CASE-014807,2025-12-04 05:27:42,2,Outbound,0,2,16,Synthetic demonstration data — not actual University of Sydney results
INT-0028778,CASE-014807,2025-12-04 17:19:16,2,Inbound,1,3,15,Synthetic demonstration data — not actual University of Sydney results
INT-0028779,CASE-014808,2025-02-07 15:25:00,1,Inbound,1,1,26,Synthetic demonstration data — not actual University of Sydney results
INT-0028780,CASE-014808,2025-02-11 18:59:11,4,Inbound,1,2,28,Synthetic demonstration data — not actual University of Sydney results
INT-0028781,CASE-014808,2025-02-12 08:03:26,2,Outbound,0,3,22,Synthetic demonstration data — not actual University of Sydney results
INT-0028782,CASE-014809,2026-01-02 12:50:00,2,Inbound,1,1,21,Synthetic demonstration data — not actual University of Sydney results
INT-0028783,CASE-014809,2026-01-03 03:45:32,1,Outbound,0,2,20,Synthetic demonstration data — not actual University of Sydney results
INT-0028784,CASE-014809,2026-01-03 08:26:23,2,Outbound,0,3,28,Synthetic demonstration data — not actual University of Sydney results
INT-0028785,CASE-014809,2026-01-03 14:53:32,1,Outbound,0,4,28,Synthetic demonstration data — not actual University of Sydney results
INT-0028786,CASE-014810,2026-03-08 14:53:00,5,Inbound,1,1,30,Synthetic demonstration data — not actual University of Sydney results
INT-0028787,CASE-014811,2026-07-10 12:34:00,1,Inbound,1,1,16,Synthetic demonstration data — not actual University of Sydney results
INT-0028788,CASE-014811,2026-07-12 13:42:47,1,Outbound,0,2,7,Synthetic demonstration data — not actual University of Sydney results
INT-0028789,CASE-014812,2025-01-17 16:29:00,1,Inbound,1,1,25,Synthetic demonstration data — not actual University of Sydney results
INT-0028790,CASE-014812,2025-01-18 05:34:20,4,Outbound,0,2,18,Synthetic demonstration data — not actual University of Sydney results
INT-0028791,CASE-014813,2025-10-03 16:01:00,2,Inbound,1,1,25,Synthetic demonstration data — not actual University of Sydney results
INT-0028792,CASE-014814,2026-02-18 12:42:00,1,Inbound,1,1,32,Synthetic demonstration data — not actual University of Sydney results
INT-0028793,CASE-014814,2026-02-19 12:11:59,2,Outbound,0,2,21,Synthetic demonstration data — not actual University of Sydney results
INT-0028794,CASE-014814,2026-02-21 15:15:12,1,Outbound,0,3,31,Synthetic demonstration data — not actual University of Sydney results
INT-0028795,CASE-014814,2026-02-24 13:26:40,1,Inbound,1,4,22,Synthetic demonstration data — not actual University of Sydney results
INT-0028796,CASE-014815,2026-06-23 09:38:00,2,Inbound,1,1,16,Synthetic demonstration data — not actual University of Sydney results
INT-0028797,CASE-014816,2025-10-09 09:24:00,1,Inbound,1,1,39,Synthetic demonstration data — not actual University of Sydney results
INT-0028798,CASE-014817,2026-02-02 10:14:00,2,Inbound,1,1,19,Synthetic demonstration data — not actual University of Sydney results
INT-0028799,CASE-014817,2026-02-02 17:32:51,2,Outbound,0,2,9,Synthetic demonstration data — not actual University of Sydney results
INT-0028800,CASE-014818,2026-02-04 19:10:00,1,Inbound,1,1,16,Synthetic demonstration data — not actual University of Sydney results
INT-0028801,CASE-014819,2026-07-01 15:36:00,1,Inbound,1,1,18,Synthetic demonstration data — not actual University of Sydney results
INT-0028802,CASE-014820,2025-03-28 14:01:00,2,Inbound,1,1,29,Synthetic demonstration data — not actual University of Sydney results
INT-0028803,CASE-014820,2025-03-29 05:29:15,1,Outbound,0,2,18,Synthetic demonstration data — not actual University of Sydney results
INT-0028804,CASE-014821,2026-01-02 18:51:00,2,Inbound,1,1,29,Synthetic demonstration data — not actual University of Sydney results
INT-0028805,CASE-014821,2026-01-03 06:30:22,1,Inbound,1,2,19,Synthetic demonstration data — not actual University of Sydney results
INT-0028806,CASE-014821,2026-01-04 06:38:45,2,Outbound,0,3,18,Synthetic demonstration data — not actual University of Sydney results
INT-0028807,CASE-014822,2025-06-23 15:09:00,1,Inbound,1,1,20,Synthetic demonstration data — not actual University of Sydney results
INT-0028808,CASE-014823,2026-04-09 14:08:00,1,Inbound,1,1,19,Synthetic demonstration data — not actual University of Sydney results
INT-0028809,CASE-014823,2026-04-09 22:28:04,4,Outbound,0,2,24,Synthetic demonstration data — not actual University of Sydney results
INT-0028810,CASE-014824,2025-01-18 19:05:00,1,Inbound,1,1,19,Synthetic demonstration data — not actual University of Sydney results
INT-0028811,CASE-014825,2026-08-05 17:35:00,1,Inbound,1,1,22,Synthetic demonstration data — not actual University of Sydney results
INT-0028812,CASE-014826,2026-01-14 14:40:00,4,Inbound,1,1,18,Synthetic demonstration data — not actual University of Sydney results
INT-0028813,CASE-014826,2026-01-17 01:33:59,4,Outbound,0,2,25,Synthetic demonstration data — not actual University of Sydney results
INT-0028814,CASE-014826,2026-01-18 07:24:49,1,Outbound,0,3,23,Synthetic demonstration data — not actual University of Sydney results
INT-0028815,CASE-014827,2025-10-14 10:29:00,4,Inbound,1,1,21,Synthetic demonstration data — not actual University of Sydney results
INT-0028816,CASE-014827,2025-10-15 20:46:45,4,Outbound,0,2,22,Synthetic demonstration data — not actual University of Sydney results
INT-0028817,CASE-014828,2025-09-18 12:42:00,1,Inbound,1,1,27,Synthetic demonstration data — not actual University of Sydney results
INT-0028818,CASE-014828,2025-09-19 10:41:57,2,Outbound,0,2,19,Synthetic demonstration data — not actual University of Sydney results
INT-0028819,CASE-014829,2025-03-13 19:14:00,1,Inbound,1,1,19,Synthetic demonstration data — not actual University of Sydney results
INT-0028820,CASE-014830,2025-12-23 14:32:00,1,Inbound,1,1,17,Synthetic demonstration data — not actual University of Sydney results
INT-0028821,CASE-014831,2025-03-17 09:05:00,4,Inbound,1,1,19,Synthetic demonstration data — not actual University of Sydney results
INT-0028822,CASE-014831,2025-03-19 05:10:26,1,Outbound,0,2,8,Synthetic demonstration data — not actual University of Sydney results
INT-0028823,CASE-014832,2025-07-29 09:29:00,4,Inbound,1,1,13,Synthetic demonstration data — not actual University of Sydney results
INT-0028824,CASE-014832,2025-07-30 20:17:03,1,Inbound,1,2,22,Synthetic demonstration data — not actual University of Sydney results
INT-0028825,CASE-014833,2026-08-11 11:57:00,1,Inbound,1,1,24,Synthetic demonstration data — not actual University of Sydney results
INT-0028826,CASE-014833,2026-08-13 22:06:40,2,Outbound,0,2,12,Synthetic demonstration data — not actual University of Sydney results
INT-0028827,CASE-014834,2025-11-28 10:24:00,2,Inbound,1,1,17,Synthetic demonstration data — not actual University of Sydney results
INT-0028828,CASE-014834,2025-11-29 07:56:45,1,Inbound,1,2,26,Synthetic demonstration data — not actual University of Sydney results
INT-0028829,CASE-014835,2025-12-17 14:52:00,3,Inbound,1,1,12,Synthetic demonstration data — not actual University of Sydney results
INT-0028830,CASE-014835,2025-12-23 22:02:56,3,Outbound,0,2,27,Synthetic demonstration data — not actual University of Sydney results
