feedback_id,feedback_date,related_case_id,related_work_order_id,respondent_type,service_key,campus_key,cohort_key,feedback_type,csat_score,ces_score,feedback_theme,comment_text,response_valid,synthetic_label,feedback_date_key,csat_positive_flag
FDB-005146,2025-02-03 00:00:00,CASE-006814,,Student,1,1,4,Post-case survey,3,3,Ease of use,Synthetic feedback concerning ease of use for timetable and class allocation.,1,Synthetic demonstration data — not actual University of Sydney results,20250203,0
FDB-005147,2025-04-26 00:00:00,CASE-010607,,Student,1,1,1,Post-case survey,4,4,Ownership,Synthetic feedback concerning ownership for academic progression.,1,Synthetic demonstration data — not actual University of Sydney results,20250426,1
FDB-005148,2026-06-21 00:00:00,CASE-011779,,Student,1,1,3,Post-case survey,5,2,Outcome quality,Synthetic feedback concerning outcome quality for documents and letters.,1,Synthetic demonstration data — not actual University of Sydney results,20260621,1
FDB-005149,2024-11-14 00:00:00,CASE-004387,,Student,2,2,1,Post-case survey,4,3,Clarity,Synthetic feedback concerning clarity for account access and login.,1,Synthetic demonstration data — not actual University of Sydney results,20241114,1
FDB-005150,2025-08-30 00:00:00,CASE-015937,,Academic Staff,2,1,6,Post-case survey,3,4,Outcome quality,Synthetic feedback concerning outcome quality for account access and login.,1,Synthetic demonstration data — not actual University of Sydney results,20250830,0
FDB-005151,2024-11-17 00:00:00,CASE-009587,,Student,2,1,4,Post-case survey,3,4,Ownership,Synthetic feedback concerning ownership for learning platform.,1,Synthetic demonstration data — not actual University of Sydney results,20241117,0
FDB-005152,2024-12-11 00:00:00,CASE-013803,,Student,1,1,2,Post-case survey,4,4,Ease of use,Synthetic feedback concerning ease of use for enrolment changes.,1,Synthetic demonstration data — not actual University of Sydney results,20241211,1
FDB-005153,2024-12-10 00:00:00,CASE-000919,,Professional Staff,2,3,7,Post-case survey,5,3,Communication,Synthetic feedback concerning communication for device and software.,1,Synthetic demonstration data — not actual University of Sydney results,20241210,1
FDB-005154,2025-03-25 00:00:00,CASE-012177,,Academic Staff,2,3,6,Post-case survey,3,3,Ease of use,Synthetic feedback concerning ease of use for device and software.,1,Synthetic demonstration data — not actual University of Sydney results,20250325,0
FDB-005155,2026-07-24 00:00:00,CASE-000319,,Student,1,1,1,Post-case survey,3,4,Ease of use,Synthetic feedback concerning ease of use for timetable and class allocation.,1,Synthetic demonstration data — not actual University of Sydney results,20260724,0
FDB-005156,2024-11-15 00:00:00,CASE-014310,,Student,1,2,1,Post-case survey,4,3,Waiting time,Synthetic feedback concerning waiting time for enrolment changes.,1,Synthetic demonstration data — not actual University of Sydney results,20241115,1
FDB-005157,2026-03-17 00:00:00,CASE-015123,,Student,1,1,1,Post-case survey,1,4,Clarity,Synthetic feedback concerning clarity for timetable and class allocation.,1,Synthetic demonstration data — not actual University of Sydney results,20260317,0
FDB-005158,2026-07-01 00:00:00,CASE-006730,,Student,2,1,1,Post-case survey,4,2,Ease of use,Synthetic feedback concerning ease of use for device and software.,1,Synthetic demonstration data — not actual University of Sydney results,20260701,1
FDB-005159,2025-02-20 00:00:00,CASE-011517,,Student,1,1,1,Post-case survey,5,4,Ease of use,Synthetic feedback concerning ease of use for documents and letters.,1,Synthetic demonstration data — not actual University of Sydney results,20250220,1
FDB-005160,2025-11-11 00:00:00,CASE-010371,,Student,2,1,5,Post-case survey,4,3,Clarity,Synthetic feedback concerning clarity for device and software.,1,Synthetic demonstration data — not actual University of Sydney results,20251111,1
FDB-005161,2026-05-03 00:00:00,CASE-016708,,Student,2,1,3,Post-case survey,5,5,Communication,Synthetic feedback concerning communication for account access and login.,1,Synthetic demonstration data — not actual University of Sydney results,20260503,1
FDB-005162,2025-08-16 00:00:00,CASE-002369,,Professional Staff,3,2,7,Post-case survey,3,3,Ease of use,Synthetic feedback concerning ease of use for study spaces.,1,Synthetic demonstration data — not actual University of Sydney results,20250816,0
FDB-005163,2026-03-31 00:00:00,CASE-009511,,Academic Staff,2,1,6,Post-case survey,3,3,Waiting time,Synthetic feedback concerning waiting time for account access and login.,1,Synthetic demonstration data — not actual University of Sydney results,20260331,0
FDB-005164,2026-05-24 00:00:00,CASE-015282,,Student,2,2,5,Post-case survey,5,3,Ownership,Synthetic feedback concerning ownership for wi-fi and network.,1,Synthetic demonstration data — not actual University of Sydney results,20260524,1
FDB-005165,2024-12-01 00:00:00,CASE-017684,,Student,3,1,5,Post-case survey,4,4,Ownership,Synthetic feedback concerning ownership for hvac and temperature.,1,Synthetic demonstration data — not actual University of Sydney results,20241201,1
FDB-005166,2026-04-30 00:00:00,CASE-002552,,Student,1,1,1,Post-case survey,3,4,Waiting time,Synthetic feedback concerning waiting time for academic progression.,1,Synthetic demonstration data — not actual University of Sydney results,20260430,0
FDB-005167,2025-05-24 00:00:00,CASE-007287,,Student,1,1,2,Post-case survey,4,2,Waiting time,Synthetic feedback concerning waiting time for enrolment changes.,1,Synthetic demonstration data — not actual University of Sydney results,20250524,1
FDB-005168,2025-03-01 00:00:00,CASE-001562,,Student,1,1,2,Post-case survey,5,3,Outcome quality,Synthetic feedback concerning outcome quality for timetable and class allocation.,1,Synthetic demonstration data — not actual University of Sydney results,20250301,1
FDB-005169,2025-05-31 00:00:00,CASE-000375,,Student,1,1,3,Post-case survey,3,3,Waiting time,Synthetic feedback concerning waiting time for academic progression.,1,Synthetic demonstration data — not actual University of Sydney results,20250531,0
FDB-005170,2025-08-10 00:00:00,CASE-000600,,Student,1,1,3,Post-case survey,2,5,Ease of use,Synthetic feedback concerning ease of use for enrolment changes.,1,Synthetic demonstration data — not actual University of Sydney results,20250810,0
FDB-005171,2026-04-11 00:00:00,CASE-013934,,Student,2,1,4,Post-case survey,5,4,Ease of use,Synthetic feedback concerning ease of use for wi-fi and network.,1,Synthetic demonstration data — not actual University of Sydney results,20260411,1
FDB-005172,2026-01-07 00:00:00,CASE-013814,,Student,1,1,2,Post-case survey,3,4,Communication,Synthetic feedback concerning communication for documents and letters.,1,Synthetic demonstration data — not actual University of Sydney results,20260107,0
FDB-005173,2025-05-19 00:00:00,CASE-009117,,Student,2,1,4,Post-case survey,4,3,Waiting time,Synthetic feedback concerning waiting time for multi-factor authentication.,1,Synthetic demonstration data — not actual University of Sydney results,20250519,1
FDB-005174,2025-07-12 00:00:00,CASE-012459,,Student,1,1,4,Post-case survey,4,4,Ownership,Synthetic feedback concerning ownership for fees and payments.,1,Synthetic demonstration data — not actual University of Sydney results,20250712,1
FDB-005175,2026-08-04 00:00:00,CASE-008170,,Student,1,1,4,Post-case survey,2,1,Outcome quality,Synthetic feedback concerning outcome quality for academic progression.,1,Synthetic demonstration data — not actual University of Sydney results,20260804,0
FDB-005176,2024-09-02 00:00:00,CASE-001569,,Student,2,1,1,Post-case survey,4,3,Ownership,Synthetic feedback concerning ownership for account access and login.,1,Synthetic demonstration data — not actual University of Sydney results,20240902,1
FDB-005177,2025-02-11 00:00:00,CASE-016441,,Student,3,1,1,Post-case survey,5,3,Ownership,Synthetic feedback concerning ownership for security and lighting.,1,Synthetic demonstration data — not actual University of Sydney results,20250211,1
FDB-005178,2025-11-17 00:00:00,CASE-000134,,Student,1,1,2,Post-case survey,4,3,Clarity,Synthetic feedback concerning clarity for documents and letters.,1,Synthetic demonstration data — not actual University of Sydney results,20251117,1
FDB-005179,2025-05-26 00:00:00,CASE-007435,,Student,1,1,4,Post-case survey,3,2,Waiting time,Synthetic feedback concerning waiting time for timetable and class allocation.,1,Synthetic demonstration data — not actual University of Sydney results,20250526,0
FDB-005180,2025-07-31 00:00:00,CASE-001151,,Student,2,1,1,Post-case survey,3,3,Waiting time,Synthetic feedback concerning waiting time for account access and login.,1,Synthetic demonstration data — not actual University of Sydney results,20250731,0
FDB-005181,2025-03-02 00:00:00,CASE-017640,,Student,1,2,1,Post-case survey,3,4,Waiting time,Synthetic feedback concerning waiting time for enrolment changes.,1,Synthetic demonstration data — not actual University of Sydney results,20250302,0
FDB-005182,2025-08-01 00:00:00,CASE-001152,,Professional Staff,2,1,7,Post-case survey,4,3,Waiting time,Synthetic feedback concerning waiting time for learning platform.,1,Synthetic demonstration data — not actual University of Sydney results,20250801,1
FDB-005183,2025-07-23 00:00:00,CASE-009696,,Student,1,1,1,Post-case survey,2,3,Ownership,Synthetic feedback concerning ownership for documents and letters.,1,Synthetic demonstration data — not actual University of Sydney results,20250723,0
FDB-005184,2025-08-01 00:00:00,CASE-015911,,Student,1,1,2,Post-case survey,4,3,Clarity,Synthetic feedback concerning clarity for academic progression.,1,Synthetic demonstration data — not actual University of Sydney results,20250801,1
FDB-005185,2025-03-28 00:00:00,CASE-001829,,Student,1,1,2,Post-case survey,2,2,Outcome quality,Synthetic feedback concerning outcome quality for timetable and class allocation.,1,Synthetic demonstration data — not actual University of Sydney results,20250328,0
FDB-005186,2025-02-06 00:00:00,CASE-015100,,Student,1,2,1,Post-case survey,3,4,Ease of use,Synthetic feedback concerning ease of use for fees and payments.,1,Synthetic demonstration data — not actual University of Sydney results,20250206,0
FDB-005187,2025-07-03 00:00:00,CASE-010887,,Student,1,1,1,Post-case survey,4,3,Ownership,Synthetic feedback concerning ownership for fees and payments.,1,Synthetic demonstration data — not actual University of Sydney results,20250703,1
FDB-005188,2024-09-29 00:00:00,CASE-005888,,Academic Staff,3,3,6,Post-case survey,4,5,Clarity,Synthetic feedback concerning clarity for accessibility.,1,Synthetic demonstration data — not actual University of Sydney results,20240929,1
FDB-005189,2026-05-26 00:00:00,CASE-000532,,Student,1,1,2,Post-case survey,3,5,Outcome quality,Synthetic feedback concerning outcome quality for timetable and class allocation.,1,Synthetic demonstration data — not actual University of Sydney results,20260526,0
FDB-005190,2026-01-18 00:00:00,CASE-008048,,Student,1,1,1,Post-case survey,4,3,Clarity,Synthetic feedback concerning clarity for academic progression.,1,Synthetic demonstration data — not actual University of Sydney results,20260118,1
FDB-005191,2026-03-10 00:00:00,CASE-001258,,Student,2,1,3,Post-case survey,4,5,Outcome quality,Synthetic feedback concerning outcome quality for account access and login.,1,Synthetic demonstration data — not actual University of Sydney results,20260310,1
FDB-005192,2025-03-19 00:00:00,CASE-007597,,Student,2,1,4,Post-case survey,4,3,Outcome quality,Synthetic feedback concerning outcome quality for account access and login.,1,Synthetic demonstration data — not actual University of Sydney results,20250319,1
FDB-005193,2026-05-30 00:00:00,CASE-013131,,Student,1,3,2,Post-case survey,4,4,Communication,Synthetic feedback concerning communication for fees and payments.,1,Synthetic demonstration data — not actual University of Sydney results,20260530,1
FDB-005194,2026-02-21 00:00:00,CASE-003481,,Academic Staff,2,1,6,Post-case survey,5,3,Clarity,Synthetic feedback concerning clarity for wi-fi and network.,1,Synthetic demonstration data — not actual University of Sydney results,20260221,1
FDB-005195,2025-03-01 00:00:00,CASE-006413,,Student,1,1,4,Post-case survey,2,1,Clarity,Synthetic feedback concerning clarity for timetable and class allocation.,1,Synthetic demonstration data — not actual University of Sydney results,20250301,0
FDB-005196,2026-03-23 00:00:00,CASE-004813,,Student,3,1,1,Post-case survey,4,5,Waiting time,Synthetic feedback concerning waiting time for accessibility.,1,Synthetic demonstration data — not actual University of Sydney results,20260323,1
FDB-005197,2025-08-28 00:00:00,CASE-005406,,Student,3,3,5,Post-case survey,4,4,Outcome quality,Synthetic feedback concerning outcome quality for hvac and temperature.,1,Synthetic demonstration data — not actual University of Sydney results,20250828,1
FDB-005198,2024-12-20 00:00:00,CASE-012272,,Academic Staff,2,1,6,Post-case survey,3,4,Communication,Synthetic feedback concerning communication for account access and login.,1,Synthetic demonstration data — not actual University of Sydney results,20241220,0
FDB-005199,2025-05-31 00:00:00,CASE-006937,,Student,1,1,1,Post-case survey,5,5,Clarity,Synthetic feedback concerning clarity for timetable and class allocation.,1,Synthetic demonstration data — not actual University of Sydney results,20250531,1
FDB-005200,2026-08-02 00:00:00,CASE-003901,,Student,2,1,1,Post-case survey,2,3,Ease of use,Synthetic feedback concerning ease of use for account access and login.,1,Synthetic demonstration data — not actual University of Sydney results,20260802,0
FDB-005201,2025-08-24 00:00:00,CASE-015638,,Student,2,1,5,Post-case survey,4,2,Outcome quality,Synthetic feedback concerning outcome quality for account access and login.,1,Synthetic demonstration data — not actual University of Sydney results,20250824,1
FDB-005202,2026-04-19 00:00:00,CASE-003083,,Student,2,2,1,Post-case survey,4,4,Ownership,Synthetic feedback concerning ownership for device and software.,1,Synthetic demonstration data — not actual University of Sydney results,20260419,1
FDB-005203,2025-08-27 00:00:00,CASE-004548,,Student,1,1,4,Post-case survey,4,3,Waiting time,Synthetic feedback concerning waiting time for timetable and class allocation.,1,Synthetic demonstration data — not actual University of Sydney results,20250827,1
FDB-005204,2025-05-07 00:00:00,CASE-017110,,Student,1,1,1,Post-case survey,4,4,Outcome quality,Synthetic feedback concerning outcome quality for enrolment changes.,1,Synthetic demonstration data — not actual University of Sydney results,20250507,1
FDB-005205,2025-02-09 00:00:00,CASE-013215,,Student,1,2,1,Post-case survey,4,3,Clarity,Synthetic feedback concerning clarity for enrolment changes.,1,Synthetic demonstration data — not actual University of Sydney results,20250209,1
FDB-005206,2024-12-06 00:00:00,CASE-017071,,Student,2,1,2,Post-case survey,5,2,Outcome quality,Synthetic feedback concerning outcome quality for learning platform.,1,Synthetic demonstration data — not actual University of Sydney results,20241206,1
FDB-005207,2026-01-22 00:00:00,CASE-014242,,Student,1,1,3,Post-case survey,3,2,Waiting time,Synthetic feedback concerning waiting time for academic progression.,1,Synthetic demonstration data — not actual University of Sydney results,20260122,0
FDB-005208,2025-08-30 00:00:00,CASE-006912,,Student,1,1,4,Post-case survey,4,4,Communication,Synthetic feedback concerning communication for academic progression.,1,Synthetic demonstration data — not actual University of Sydney results,20250830,1
FDB-005209,2026-02-27 00:00:00,CASE-010373,,Student,2,2,2,Post-case survey,3,4,Waiting time,Synthetic feedback concerning waiting time for account access and login.,1,Synthetic demonstration data — not actual University of Sydney results,20260227,0
FDB-005210,2024-09-05 00:00:00,CASE-000325,,Student,1,1,4,Post-case survey,3,4,Communication,Synthetic feedback concerning communication for academic progression.,1,Synthetic demonstration data — not actual University of Sydney results,20240905,0
FDB-005211,2026-02-12 00:00:00,CASE-004538,,Student,1,2,1,Post-case survey,3,4,Communication,Synthetic feedback concerning communication for enrolment changes.,1,Synthetic demonstration data — not actual University of Sydney results,20260212,0
FDB-005212,2026-04-27 00:00:00,CASE-000178,,Academic Staff,3,1,6,Post-case survey,4,4,Clarity,Synthetic feedback concerning clarity for study spaces.,1,Synthetic demonstration data — not actual University of Sydney results,20260427,1
FDB-005213,2026-06-27 00:00:00,CASE-007498,,Academic Staff,3,1,6,Post-case survey,5,3,Ease of use,Synthetic feedback concerning ease of use for study spaces.,1,Synthetic demonstration data — not actual University of Sydney results,20260627,1
FDB-005214,2025-09-27 00:00:00,CASE-010778,,Student,3,3,1,Post-case survey,2,4,Ownership,Synthetic feedback concerning ownership for accessibility.,1,Synthetic demonstration data — not actual University of Sydney results,20250927,0
FDB-005215,2025-06-11 00:00:00,CASE-000876,,Student,2,1,1,Post-case survey,3,3,Ease of use,Synthetic feedback concerning ease of use for account access and login.,1,Synthetic demonstration data — not actual University of Sydney results,20250611,0
FDB-005216,2026-02-18 00:00:00,CASE-016375,,Student,3,1,4,Post-case survey,2,2,Waiting time,Synthetic feedback concerning waiting time for security and lighting.,1,Synthetic demonstration data — not actual University of Sydney results,20260218,0
FDB-005217,2025-01-11 00:00:00,CASE-010273,,Student,2,1,1,Post-case survey,4,3,Ease of use,Synthetic feedback concerning ease of use for device and software.,1,Synthetic demonstration data — not actual University of Sydney results,20250111,1
FDB-005218,2024-10-17 00:00:00,CASE-007167,,Student,2,2,1,Post-case survey,2,2,Clarity,Synthetic feedback concerning clarity for wi-fi and network.,1,Synthetic demonstration data — not actual University of Sydney results,20241017,0
FDB-005219,2026-05-13 00:00:00,CASE-015235,,Student,1,1,1,Post-case survey,3,3,Clarity,Synthetic feedback concerning clarity for timetable and class allocation.,1,Synthetic demonstration data — not actual University of Sydney results,20260513,0
FDB-005220,2026-02-24 00:00:00,CASE-014402,,Student,2,1,4,Post-case survey,2,2,Ownership,Synthetic feedback concerning ownership for device and software.,1,Synthetic demonstration data — not actual University of Sydney results,20260224,0
FDB-005221,2024-09-24 00:00:00,CASE-011074,,Student,3,1,1,Post-case survey,3,2,Ownership,Synthetic feedback concerning ownership for study spaces.,1,Synthetic demonstration data — not actual University of Sydney results,20240924,0
FDB-005222,2025-12-24 00:00:00,CASE-003513,,Student,1,1,3,Post-case survey,4,5,Ease of use,Synthetic feedback concerning ease of use for fees and payments.,1,Synthetic demonstration data — not actual University of Sydney results,20251224,1
FDB-005223,2025-07-16 00:00:00,CASE-004506,,Student,1,1,1,Post-case survey,3,4,Waiting time,Synthetic feedback concerning waiting time for enrolment changes.,1,Synthetic demonstration data — not actual University of Sydney results,20250716,0
FDB-005224,2026-04-07 00:00:00,CASE-008529,,Student,2,1,1,Post-case survey,4,4,Waiting time,Synthetic feedback concerning waiting time for multi-factor authentication.,1,Synthetic demonstration data — not actual University of Sydney results,20260407,1
FDB-005225,2024-10-06 00:00:00,CASE-008163,,Academic Staff,3,1,6,Post-case survey,3,3,Ownership,Synthetic feedback concerning ownership for hvac and temperature.,1,Synthetic demonstration data — not actual University of Sydney results,20241006,0
FDB-005226,2024-11-10 00:00:00,CASE-008356,,Student,1,1,2,Post-case survey,2,3,Outcome quality,Synthetic feedback concerning outcome quality for academic progression.,1,Synthetic demonstration data — not actual University of Sydney results,20241110,0
FDB-005227,2024-12-18 00:00:00,CASE-002747,,Student,2,1,4,Post-case survey,3,3,Clarity,Synthetic feedback concerning clarity for account access and login.,1,Synthetic demonstration data — not actual University of Sydney results,20241218,0
FDB-005228,2024-12-01 00:00:00,CASE-008008,,Student,1,1,4,Post-case survey,3,3,Ownership,Synthetic feedback concerning ownership for fees and payments.,1,Synthetic demonstration data — not actual University of Sydney results,20241201,0
FDB-005229,2024-12-01 00:00:00,CASE-000262,,Student,1,1,2,Post-case survey,4,4,Clarity,Synthetic feedback concerning clarity for enrolment changes.,1,Synthetic demonstration data — not actual University of Sydney results,20241201,1
FDB-005230,2025-11-27 00:00:00,CASE-000564,,Student,1,1,4,Post-case survey,3,2,Communication,Synthetic feedback concerning communication for fees and payments.,1,Synthetic demonstration data — not actual University of Sydney results,20251127,0
FDB-005231,2025-02-02 00:00:00,CASE-017247,,Student,1,1,4,Post-case survey,4,3,Communication,Synthetic feedback concerning communication for enrolment changes.,1,Synthetic demonstration data — not actual University of Sydney results,20250202,1
FDB-005232,2026-05-05 00:00:00,CASE-003188,,Professional Staff,2,1,7,Post-case survey,4,3,Clarity,Synthetic feedback concerning clarity for learning platform.,1,Synthetic demonstration data — not actual University of Sydney results,20260505,1
FDB-005233,2026-02-12 00:00:00,CASE-015034,,Student,1,2,3,Post-case survey,4,3,Waiting time,Synthetic feedback concerning waiting time for enrolment changes.,1,Synthetic demonstration data — not actual University of Sydney results,20260212,1
FDB-005234,2026-08-06 00:00:00,CASE-013852,,Student,3,1,5,Post-case survey,4,3,Communication,Synthetic feedback concerning communication for accessibility.,1,Synthetic demonstration data — not actual University of Sydney results,20260806,1
FDB-005235,2026-03-14 00:00:00,CASE-010643,,Student,3,1,2,Post-case survey,4,4,Waiting time,Synthetic feedback concerning waiting time for teaching room equipment.,1,Synthetic demonstration data — not actual University of Sydney results,20260314,1
FDB-005236,2024-12-01 00:00:00,CASE-001687,,Student,1,1,3,Post-case survey,5,4,Clarity,Synthetic feedback concerning clarity for academic progression.,1,Synthetic demonstration data — not actual University of Sydney results,20241201,1
FDB-005237,2026-07-28 00:00:00,CASE-009178,,Student,1,1,1,Post-case survey,3,4,Ease of use,Synthetic feedback concerning ease of use for fees and payments.,1,Synthetic demonstration data — not actual University of Sydney results,20260728,0
FDB-005238,2026-02-19 00:00:00,CASE-007652,,Student,2,2,4,Post-case survey,4,4,Waiting time,Synthetic feedback concerning waiting time for device and software.,1,Synthetic demonstration data — not actual University of Sydney results,20260219,1
FDB-005239,2025-02-04 00:00:00,CASE-014075,,Student,3,1,4,Post-case survey,3,3,Clarity,Synthetic feedback concerning clarity for accessibility.,1,Synthetic demonstration data — not actual University of Sydney results,20250204,0
FDB-005240,2025-07-24 00:00:00,CASE-011101,,Student,2,2,2,Post-case survey,4,3,Outcome quality,Synthetic feedback concerning outcome quality for learning platform.,1,Synthetic demonstration data — not actual University of Sydney results,20250724,1
FDB-005241,2026-04-14 00:00:00,CASE-008518,,Student,1,3,1,Post-case survey,4,4,Ownership,Synthetic feedback concerning ownership for academic progression.,1,Synthetic demonstration data — not actual University of Sydney results,20260414,1
FDB-005242,2026-08-09 00:00:00,CASE-009487,,Student,1,3,1,Post-case survey,4,2,Communication,Synthetic feedback concerning communication for enrolment changes.,1,Synthetic demonstration data — not actual University of Sydney results,20260809,1
FDB-005243,2025-10-17 00:00:00,CASE-001087,,Student,1,1,2,Post-case survey,2,4,Waiting time,Synthetic feedback concerning waiting time for timetable and class allocation.,1,Synthetic demonstration data — not actual University of Sydney results,20251017,0
FDB-005244,2026-07-11 00:00:00,CASE-012754,,Student,3,1,2,Post-case survey,3,4,Clarity,Synthetic feedback concerning clarity for cleanliness.,1,Synthetic demonstration data — not actual University of Sydney results,20260711,0
FDB-005245,2026-08-14 00:00:00,CASE-000463,,Student,3,1,1,Post-case survey,4,4,Clarity,Synthetic feedback concerning clarity for security and lighting.,1,Synthetic demonstration data — not actual University of Sydney results,20260814,1
FDB-005246,2026-06-20 00:00:00,CASE-012039,,Student,1,1,4,Post-case survey,3,2,Ease of use,Synthetic feedback concerning ease of use for academic progression.,1,Synthetic demonstration data — not actual University of Sydney results,20260620,0
FDB-005247,2025-07-15 00:00:00,CASE-014547,,Student,2,1,1,Post-case survey,4,4,Ownership,Synthetic feedback concerning ownership for wi-fi and network.,1,Synthetic demonstration data — not actual University of Sydney results,20250715,1
FDB-005248,2024-11-09 00:00:00,CASE-002366,,Professional Staff,2,1,7,Post-case survey,3,3,Ownership,Synthetic feedback concerning ownership for account access and login.,1,Synthetic demonstration data — not actual University of Sydney results,20241109,0
FDB-005249,2025-04-03 00:00:00,CASE-001396,,Student,1,3,2,Post-case survey,4,3,Waiting time,Synthetic feedback concerning waiting time for academic progression.,1,Synthetic demonstration data — not actual University of Sydney results,20250403,1
FDB-005250,2026-03-08 00:00:00,CASE-002968,,Professional Staff,2,2,7,Post-case survey,5,3,Waiting time,Synthetic feedback concerning waiting time for account access and login.,1,Synthetic demonstration data — not actual University of Sydney results,20260308,1
FDB-005251,2025-03-31 00:00:00,CASE-002208,,Student,1,2,2,Post-case survey,4,3,Communication,Synthetic feedback concerning communication for timetable and class allocation.,1,Synthetic demonstration data — not actual University of Sydney results,20250331,1
FDB-005252,2024-12-28 00:00:00,CASE-007812,,Student,2,1,1,Post-case survey,3,4,Clarity,Synthetic feedback concerning clarity for device and software.,1,Synthetic demonstration data — not actual University of Sydney results,20241228,0
FDB-005253,2025-02-14 00:00:00,CASE-011175,,Student,1,1,3,Post-case survey,4,5,Waiting time,Synthetic feedback concerning waiting time for enrolment changes.,1,Synthetic demonstration data — not actual University of Sydney results,20250214,1
FDB-005254,2026-06-07 00:00:00,CASE-005325,,Student,2,2,3,Post-case survey,4,4,Ease of use,Synthetic feedback concerning ease of use for account access and login.,1,Synthetic demonstration data — not actual University of Sydney results,20260607,1
FDB-005255,2025-02-14 00:00:00,CASE-005223,,Professional Staff,3,1,7,Post-case survey,4,4,Ownership,Synthetic feedback concerning ownership for accessibility.,1,Synthetic demonstration data — not actual University of Sydney results,20250214,1
FDB-005256,2024-09-28 00:00:00,CASE-001854,,Academic Staff,2,1,6,Post-case survey,5,3,Clarity,Synthetic feedback concerning clarity for account access and login.,1,Synthetic demonstration data — not actual University of Sydney results,20240928,1
FDB-005257,2026-05-28 00:00:00,CASE-005635,,Student,2,2,5,Post-case survey,4,3,Waiting time,Synthetic feedback concerning waiting time for multi-factor authentication.,1,Synthetic demonstration data — not actual University of Sydney results,20260528,1
FDB-005258,2025-11-28 00:00:00,CASE-004543,,Student,1,1,1,Post-case survey,3,5,Ownership,Synthetic feedback concerning ownership for timetable and class allocation.,1,Synthetic demonstration data — not actual University of Sydney results,20251128,0
FDB-005259,2026-03-14 00:00:00,CASE-012186,,Student,1,1,1,Post-case survey,4,3,Clarity,Synthetic feedback concerning clarity for timetable and class allocation.,1,Synthetic demonstration data — not actual University of Sydney results,20260314,1
FDB-005260,2025-01-30 00:00:00,CASE-009922,,Student,1,1,4,Post-case survey,3,3,Ease of use,Synthetic feedback concerning ease of use for academic progression.,1,Synthetic demonstration data — not actual University of Sydney results,20250130,0
FDB-005261,2025-01-24 00:00:00,CASE-013051,,Student,1,1,1,Post-case survey,3,4,Waiting time,Synthetic feedback concerning waiting time for documents and letters.,1,Synthetic demonstration data — not actual University of Sydney results,20250124,0
FDB-005262,2026-05-18 00:00:00,CASE-009484,,Student,3,1,3,Post-case survey,4,4,Communication,Synthetic feedback concerning communication for hvac and temperature.,1,Synthetic demonstration data — not actual University of Sydney results,20260518,1
FDB-005263,2026-03-30 00:00:00,CASE-012168,,Student,1,1,4,Post-case survey,3,5,Clarity,Synthetic feedback concerning clarity for timetable and class allocation.,1,Synthetic demonstration data — not actual University of Sydney results,20260330,0
FDB-005264,2025-03-29 00:00:00,CASE-001457,,Student,1,1,1,Post-case survey,2,4,Ease of use,Synthetic feedback concerning ease of use for documents and letters.,1,Synthetic demonstration data — not actual University of Sydney results,20250329,0
FDB-005265,2025-06-26 00:00:00,CASE-011870,,Student,1,1,3,Post-case survey,5,4,Communication,Synthetic feedback concerning communication for documents and letters.,1,Synthetic demonstration data — not actual University of Sydney results,20250626,1
FDB-005266,2024-09-04 00:00:00,CASE-014904,,Student,1,3,2,Post-case survey,5,5,Ease of use,Synthetic feedback concerning ease of use for enrolment changes.,1,Synthetic demonstration data — not actual University of Sydney results,20240904,1
FDB-005267,2025-12-26 00:00:00,CASE-015137,,Student,1,1,2,Post-case survey,3,3,Waiting time,Synthetic feedback concerning waiting time for enrolment changes.,1,Synthetic demonstration data — not actual University of Sydney results,20251226,0
FDB-005268,2024-12-13 00:00:00,CASE-004955,,Academic Staff,3,1,6,Post-case survey,3,2,Clarity,Synthetic feedback concerning clarity for hvac and temperature.,1,Synthetic demonstration data — not actual University of Sydney results,20241213,0
FDB-005269,2026-03-10 00:00:00,CASE-005447,,Student,1,1,4,Post-case survey,2,3,Ownership,Synthetic feedback concerning ownership for timetable and class allocation.,1,Synthetic demonstration data — not actual University of Sydney results,20260310,0
FDB-005270,2025-07-28 00:00:00,CASE-010964,,Student,3,2,1,Post-case survey,5,3,Clarity,Synthetic feedback concerning clarity for security and lighting.,1,Synthetic demonstration data — not actual University of Sydney results,20250728,1
FDB-005271,2025-02-27 00:00:00,CASE-002067,,Student,1,1,4,Post-case survey,4,4,Clarity,Synthetic feedback concerning clarity for timetable and class allocation.,1,Synthetic demonstration data — not actual University of Sydney results,20250227,1
FDB-005272,2024-10-26 00:00:00,CASE-006168,,Student,1,1,4,Post-case survey,2,4,Ease of use,Synthetic feedback concerning ease of use for enrolment changes.,1,Synthetic demonstration data — not actual University of Sydney results,20241026,0
FDB-005273,2025-03-23 00:00:00,CASE-016678,,Student,1,1,4,Post-case survey,4,2,Outcome quality,Synthetic feedback concerning outcome quality for documents and letters.,1,Synthetic demonstration data — not actual University of Sydney results,20250323,1
FDB-005274,2026-04-21 00:00:00,CASE-009072,,Student,1,1,4,Post-case survey,3,3,Waiting time,Synthetic feedback concerning waiting time for timetable and class allocation.,1,Synthetic demonstration data — not actual University of Sydney results,20260421,0
FDB-005275,2025-08-07 00:00:00,CASE-005628,,Student,1,1,4,Post-case survey,4,3,Waiting time,Synthetic feedback concerning waiting time for fees and payments.,1,Synthetic demonstration data — not actual University of Sydney results,20250807,1
