date,date_key,service_key,self_service_sessions,successful_completions,abandonments,estimated_cases_deflected,completion_rate,synthetic_label
2025-09-22 00:00:00,20250922,2,93,54,39,33,0.5814,Synthetic demonstration data — not actual University of Sydney results
2025-09-23 00:00:00,20250923,1,164,97,67,39,0.5933,Synthetic demonstration data — not actual University of Sydney results
2025-09-23 00:00:00,20250923,2,147,79,68,42,0.5354,Synthetic demonstration data — not actual University of Sydney results
2025-09-24 00:00:00,20250924,1,160,109,51,46,0.6788,Synthetic demonstration data — not actual University of Sydney results
2025-09-24 00:00:00,20250924,2,174,112,62,52,0.6464,Synthetic demonstration data — not actual University of Sydney results
2025-09-25 00:00:00,20250925,1,158,116,42,60,0.7366,Synthetic demonstration data — not actual University of Sydney results
2025-09-25 00:00:00,20250925,2,123,74,49,28,0.603,Synthetic demonstration data — not actual University of Sydney results
2025-09-26 00:00:00,20250926,1,144,93,51,46,0.648,Synthetic demonstration data — not actual University of Sydney results
2025-09-26 00:00:00,20250926,2,115,65,50,32,0.5681,Synthetic demonstration data — not actual University of Sydney results
2025-09-27 00:00:00,20250927,1,78,54,24,26,0.6976,Synthetic demonstration data — not actual University of Sydney results
2025-09-27 00:00:00,20250927,2,100,57,43,31,0.5731,Synthetic demonstration data — not actual University of Sydney results
2025-09-28 00:00:00,20250928,1,92,59,33,26,0.644,Synthetic demonstration data — not actual University of Sydney results
2025-09-28 00:00:00,20250928,2,84,46,38,28,0.547,Synthetic demonstration data — not actual University of Sydney results
2025-09-29 00:00:00,20250929,1,161,108,53,48,0.6727,Synthetic demonstration data — not actual University of Sydney results
2025-09-29 00:00:00,20250929,2,99,56,43,30,0.5662,Synthetic demonstration data — not actual University of Sydney results
2025-09-30 00:00:00,20250930,1,95,67,28,31,0.707,Synthetic demonstration data — not actual University of Sydney results
2025-09-30 00:00:00,20250930,2,100,46,54,24,0.4629,Synthetic demonstration data — not actual University of Sydney results
2025-10-01 00:00:00,20251001,1,113,70,43,38,0.6192,Synthetic demonstration data — not actual University of Sydney results
2025-10-01 00:00:00,20251001,2,175,129,46,53,0.7354,Synthetic demonstration data — not actual University of Sydney results
2025-10-02 00:00:00,20251002,1,144,103,41,42,0.7128,Synthetic demonstration data — not actual University of Sydney results
2025-10-02 00:00:00,20251002,2,129,90,39,40,0.6941,Synthetic demonstration data — not actual University of Sydney results
2025-10-03 00:00:00,20251003,1,189,142,47,72,0.7516,Synthetic demonstration data — not actual University of Sydney results
2025-10-03 00:00:00,20251003,2,128,92,36,45,0.7216,Synthetic demonstration data — not actual University of Sydney results
2025-10-04 00:00:00,20251004,1,100,66,34,37,0.6636,Synthetic demonstration data — not actual University of Sydney results
2025-10-04 00:00:00,20251004,2,91,67,24,26,0.7376,Synthetic demonstration data — not actual University of Sydney results
2025-10-05 00:00:00,20251005,1,86,59,27,33,0.6901,Synthetic demonstration data — not actual University of Sydney results
2025-10-05 00:00:00,20251005,2,97,79,18,36,0.8094,Synthetic demonstration data — not actual University of Sydney results
2025-10-06 00:00:00,20251006,1,139,94,45,46,0.6758,Synthetic demonstration data — not actual University of Sydney results
2025-10-06 00:00:00,20251006,2,146,109,37,50,0.7484,Synthetic demonstration data — not actual University of Sydney results
2025-10-07 00:00:00,20251007,1,99,69,30,29,0.6929,Synthetic demonstration data — not actual University of Sydney results
2025-10-07 00:00:00,20251007,2,92,64,28,39,0.6924,Synthetic demonstration data — not actual University of Sydney results
2025-10-08 00:00:00,20251008,1,176,127,49,58,0.7243,Synthetic demonstration data — not actual University of Sydney results
2025-10-08 00:00:00,20251008,2,134,102,32,51,0.7601,Synthetic demonstration data — not actual University of Sydney results
2025-10-09 00:00:00,20251009,1,140,107,33,44,0.7648,Synthetic demonstration data — not actual University of Sydney results
2025-10-09 00:00:00,20251009,2,126,92,34,42,0.7321,Synthetic demonstration data — not actual University of Sydney results
2025-10-10 00:00:00,20251010,1,114,76,38,33,0.6675,Synthetic demonstration data — not actual University of Sydney results
2025-10-10 00:00:00,20251010,2,120,85,35,40,0.7058,Synthetic demonstration data — not actual University of Sydney results
2025-10-11 00:00:00,20251011,1,134,96,38,37,0.7155,Synthetic demonstration data — not actual University of Sydney results
2025-10-11 00:00:00,20251011,2,100,73,27,43,0.7305,Synthetic demonstration data — not actual University of Sydney results
2025-10-12 00:00:00,20251012,1,110,71,39,31,0.6457,Synthetic demonstration data — not actual University of Sydney results
2025-10-12 00:00:00,20251012,2,99,72,27,33,0.7247,Synthetic demonstration data — not actual University of Sydney results
2025-10-13 00:00:00,20251013,1,128,80,48,43,0.6218,Synthetic demonstration data — not actual University of Sydney results
2025-10-13 00:00:00,20251013,2,128,84,44,35,0.6592,Synthetic demonstration data — not actual University of Sydney results
2025-10-14 00:00:00,20251014,1,127,95,32,57,0.7475,Synthetic demonstration data — not actual University of Sydney results
2025-10-14 00:00:00,20251014,2,145,101,44,51,0.6943,Synthetic demonstration data — not actual University of Sydney results
2025-10-15 00:00:00,20251015,1,163,101,62,44,0.6191,Synthetic demonstration data — not actual University of Sydney results
2025-10-15 00:00:00,20251015,2,166,129,37,67,0.7797,Synthetic demonstration data — not actual University of Sydney results
2025-10-16 00:00:00,20251016,1,117,83,34,35,0.7061,Synthetic demonstration data — not actual University of Sydney results
2025-10-16 00:00:00,20251016,2,132,96,36,38,0.7288,Synthetic demonstration data — not actual University of Sydney results
2025-10-17 00:00:00,20251017,1,194,138,56,52,0.7131,Synthetic demonstration data — not actual University of Sydney results
2025-10-17 00:00:00,20251017,2,107,82,25,40,0.7673,Synthetic demonstration data — not actual University of Sydney results
2025-10-18 00:00:00,20251018,1,123,84,39,33,0.6858,Synthetic demonstration data — not actual University of Sydney results
2025-10-18 00:00:00,20251018,2,123,97,26,50,0.7877,Synthetic demonstration data — not actual University of Sydney results
2025-10-19 00:00:00,20251019,1,83,55,28,25,0.6625,Synthetic demonstration data — not actual University of Sydney results
2025-10-19 00:00:00,20251019,2,82,59,23,32,0.7236,Synthetic demonstration data — not actual University of Sydney results
2025-10-20 00:00:00,20251020,1,133,82,51,40,0.6159,Synthetic demonstration data — not actual University of Sydney results
2025-10-20 00:00:00,20251020,2,188,152,36,84,0.8109,Synthetic demonstration data — not actual University of Sydney results
2025-10-21 00:00:00,20251021,1,167,119,48,50,0.7153,Synthetic demonstration data — not actual University of Sydney results
2025-10-21 00:00:00,20251021,2,85,63,22,26,0.7439,Synthetic demonstration data — not actual University of Sydney results
2025-10-22 00:00:00,20251022,1,173,113,60,55,0.6507,Synthetic demonstration data — not actual University of Sydney results
2025-10-22 00:00:00,20251022,2,126,91,35,40,0.725,Synthetic demonstration data — not actual University of Sydney results
2025-10-23 00:00:00,20251023,1,183,110,73,51,0.603,Synthetic demonstration data — not actual University of Sydney results
2025-10-23 00:00:00,20251023,2,110,82,28,44,0.7448,Synthetic demonstration data — not actual University of Sydney results
2025-10-24 00:00:00,20251024,1,177,134,43,65,0.7578,Synthetic demonstration data — not actual University of Sydney results
2025-10-24 00:00:00,20251024,2,95,65,30,24,0.6815,Synthetic demonstration data — not actual University of Sydney results
2025-10-25 00:00:00,20251025,1,73,42,31,19,0.58,Synthetic demonstration data — not actual University of Sydney results
2025-10-25 00:00:00,20251025,2,105,81,24,48,0.7696,Synthetic demonstration data — not actual University of Sydney results
2025-10-26 00:00:00,20251026,1,126,82,44,38,0.6547,Synthetic demonstration data — not actual University of Sydney results
2025-10-26 00:00:00,20251026,2,119,90,29,51,0.7602,Synthetic demonstration data — not actual University of Sydney results
2025-10-27 00:00:00,20251027,1,163,111,52,66,0.6826,Synthetic demonstration data — not actual University of Sydney results
2025-10-27 00:00:00,20251027,2,121,84,37,35,0.6955,Synthetic demonstration data — not actual University of Sydney results
2025-10-28 00:00:00,20251028,1,140,95,45,42,0.6768,Synthetic demonstration data — not actual University of Sydney results
2025-10-28 00:00:00,20251028,2,131,104,27,51,0.7951,Synthetic demonstration data — not actual University of Sydney results
2025-10-29 00:00:00,20251029,1,150,104,46,58,0.6928,Synthetic demonstration data — not actual University of Sydney results
2025-10-29 00:00:00,20251029,2,196,142,54,73,0.725,Synthetic demonstration data — not actual University of Sydney results
2025-10-30 00:00:00,20251030,1,177,110,67,56,0.6221,Synthetic demonstration data — not actual University of Sydney results
2025-10-30 00:00:00,20251030,2,191,134,57,72,0.701,Synthetic demonstration data — not actual University of Sydney results
2025-10-31 00:00:00,20251031,1,136,98,38,46,0.7181,Synthetic demonstration data — not actual University of Sydney results
2025-10-31 00:00:00,20251031,2,81,64,17,36,0.7906,Synthetic demonstration data — not actual University of Sydney results
2025-11-01 00:00:00,20251101,1,98,70,28,30,0.7138,Synthetic demonstration data — not actual University of Sydney results
2025-11-01 00:00:00,20251101,2,152,113,39,50,0.7456,Synthetic demonstration data — not actual University of Sydney results
2025-11-02 00:00:00,20251102,1,87,57,30,24,0.6539,Synthetic demonstration data — not actual University of Sydney results
2025-11-02 00:00:00,20251102,2,79,56,23,27,0.7114,Synthetic demonstration data — not actual University of Sydney results
2025-11-03 00:00:00,20251103,1,175,123,52,62,0.7035,Synthetic demonstration data — not actual University of Sydney results
2025-11-03 00:00:00,20251103,2,180,137,43,59,0.7601,Synthetic demonstration data — not actual University of Sydney results
2025-11-04 00:00:00,20251104,1,196,118,78,53,0.6002,Synthetic demonstration data — not actual University of Sydney results
2025-11-04 00:00:00,20251104,2,139,101,38,55,0.7249,Synthetic demonstration data — not actual University of Sydney results
2025-11-05 00:00:00,20251105,1,165,92,73,55,0.5573,Synthetic demonstration data — not actual University of Sydney results
2025-11-05 00:00:00,20251105,2,115,81,34,49,0.704,Synthetic demonstration data — not actual University of Sydney results
2025-11-06 00:00:00,20251106,1,154,94,60,48,0.6073,Synthetic demonstration data — not actual University of Sydney results
2025-11-06 00:00:00,20251106,2,93,75,18,38,0.8022,Synthetic demonstration data — not actual University of Sydney results
2025-11-07 00:00:00,20251107,1,117,79,38,46,0.6774,Synthetic demonstration data — not actual University of Sydney results
2025-11-07 00:00:00,20251107,2,138,103,35,39,0.7478,Synthetic demonstration data — not actual University of Sydney results
2025-11-08 00:00:00,20251108,1,110,73,37,37,0.6628,Synthetic demonstration data — not actual University of Sydney results
2025-11-08 00:00:00,20251108,2,101,74,27,45,0.7344,Synthetic demonstration data — not actual University of Sydney results
2025-11-09 00:00:00,20251109,1,137,93,44,46,0.6758,Synthetic demonstration data — not actual University of Sydney results
2025-11-09 00:00:00,20251109,2,96,71,25,27,0.738,Synthetic demonstration data — not actual University of Sydney results
2025-11-10 00:00:00,20251110,1,130,94,36,41,0.7216,Synthetic demonstration data — not actual University of Sydney results
2025-11-10 00:00:00,20251110,2,102,78,24,46,0.7672,Synthetic demonstration data — not actual University of Sydney results
2025-11-11 00:00:00,20251111,1,124,87,37,50,0.6989,Synthetic demonstration data — not actual University of Sydney results
2025-11-11 00:00:00,20251111,2,72,57,15,23,0.785,Synthetic demonstration data — not actual University of Sydney results
2025-11-12 00:00:00,20251112,1,161,96,65,59,0.5968,Synthetic demonstration data — not actual University of Sydney results
2025-11-12 00:00:00,20251112,2,86,62,24,31,0.7209,Synthetic demonstration data — not actual University of Sydney results
2025-11-13 00:00:00,20251113,1,134,93,41,49,0.6948,Synthetic demonstration data — not actual University of Sydney results
2025-11-13 00:00:00,20251113,2,101,66,35,34,0.6518,Synthetic demonstration data — not actual University of Sydney results
2025-11-14 00:00:00,20251114,1,154,108,46,66,0.7025,Synthetic demonstration data — not actual University of Sydney results
2025-11-14 00:00:00,20251114,2,108,92,16,37,0.8488,Synthetic demonstration data — not actual University of Sydney results
2025-11-15 00:00:00,20251115,1,112,69,43,27,0.6163,Synthetic demonstration data — not actual University of Sydney results
2025-11-15 00:00:00,20251115,2,102,71,31,35,0.6991,Synthetic demonstration data — not actual University of Sydney results
2025-11-16 00:00:00,20251116,1,84,55,29,30,0.6592,Synthetic demonstration data — not actual University of Sydney results
2025-11-16 00:00:00,20251116,2,67,44,23,22,0.6617,Synthetic demonstration data — not actual University of Sydney results
2025-11-17 00:00:00,20251117,1,126,86,40,34,0.6789,Synthetic demonstration data — not actual University of Sydney results
2025-11-17 00:00:00,20251117,2,121,80,41,41,0.6587,Synthetic demonstration data — not actual University of Sydney results
2025-11-18 00:00:00,20251118,1,176,116,60,45,0.6589,Synthetic demonstration data — not actual University of Sydney results
2025-11-18 00:00:00,20251118,2,48,33,15,18,0.6972,Synthetic demonstration data — not actual University of Sydney results
2025-11-19 00:00:00,20251119,1,185,123,62,55,0.6623,Synthetic demonstration data — not actual University of Sydney results
2025-11-19 00:00:00,20251119,2,101,75,26,42,0.7423,Synthetic demonstration data — not actual University of Sydney results
2025-11-20 00:00:00,20251120,1,192,120,72,67,0.6228,Synthetic demonstration data — not actual University of Sydney results
2025-11-20 00:00:00,20251120,2,139,103,36,57,0.7376,Synthetic demonstration data — not actual University of Sydney results
2025-11-21 00:00:00,20251121,1,103,75,28,34,0.7246,Synthetic demonstration data — not actual University of Sydney results
2025-11-21 00:00:00,20251121,2,115,79,36,33,0.6889,Synthetic demonstration data — not actual University of Sydney results
2025-11-22 00:00:00,20251122,1,106,77,29,29,0.7228,Synthetic demonstration data — not actual University of Sydney results
2025-11-22 00:00:00,20251122,2,99,69,30,38,0.7003,Synthetic demonstration data — not actual University of Sydney results
2025-11-23 00:00:00,20251123,1,100,65,35,38,0.6463,Synthetic demonstration data — not actual University of Sydney results
2025-11-23 00:00:00,20251123,2,129,100,29,50,0.7751,Synthetic demonstration data — not actual University of Sydney results
2025-11-24 00:00:00,20251124,1,124,86,38,40,0.6903,Synthetic demonstration data — not actual University of Sydney results
2025-11-24 00:00:00,20251124,2,123,74,49,38,0.603,Synthetic demonstration data — not actual University of Sydney results
2025-11-25 00:00:00,20251125,1,170,120,50,58,0.7044,Synthetic demonstration data — not actual University of Sydney results
2025-11-25 00:00:00,20251125,2,108,79,29,40,0.7319,Synthetic demonstration data — not actual University of Sydney results
2025-11-26 00:00:00,20251126,1,172,117,55,70,0.6796,Synthetic demonstration data — not actual University of Sydney results
2025-11-26 00:00:00,20251126,2,141,106,35,48,0.7495,Synthetic demonstration data — not actual University of Sydney results
2025-11-27 00:00:00,20251127,1,120,79,41,45,0.6598,Synthetic demonstration data — not actual University of Sydney results
2025-11-27 00:00:00,20251127,2,144,109,35,53,0.757,Synthetic demonstration data — not actual University of Sydney results
2025-11-28 00:00:00,20251128,1,157,104,53,42,0.6642,Synthetic demonstration data — not actual University of Sydney results
2025-11-28 00:00:00,20251128,2,142,99,43,54,0.6958,Synthetic demonstration data — not actual University of Sydney results
2025-11-29 00:00:00,20251129,1,168,119,49,70,0.7056,Synthetic demonstration data — not actual University of Sydney results
2025-11-29 00:00:00,20251129,2,96,66,30,40,0.6888,Synthetic demonstration data — not actual University of Sydney results
2025-11-30 00:00:00,20251130,1,148,97,51,57,0.6584,Synthetic demonstration data — not actual University of Sydney results
2025-11-30 00:00:00,20251130,2,88,56,32,28,0.6355,Synthetic demonstration data — not actual University of Sydney results
2025-12-01 00:00:00,20251201,1,180,117,63,60,0.6502,Synthetic demonstration data — not actual University of Sydney results
2025-12-01 00:00:00,20251201,2,116,76,40,30,0.6549,Synthetic demonstration data — not actual University of Sydney results
2025-12-02 00:00:00,20251202,1,180,115,65,66,0.6384,Synthetic demonstration data — not actual University of Sydney results
2025-12-02 00:00:00,20251202,2,137,104,33,42,0.7602,Synthetic demonstration data — not actual University of Sydney results
2025-12-03 00:00:00,20251203,1,112,78,34,40,0.6995,Synthetic demonstration data — not actual University of Sydney results
2025-12-03 00:00:00,20251203,2,144,95,49,39,0.6601,Synthetic demonstration data — not actual University of Sydney results
2025-12-04 00:00:00,20251204,1,171,118,53,65,0.6913,Synthetic demonstration data — not actual University of Sydney results
2025-12-04 00:00:00,20251204,2,121,96,25,59,0.7907,Synthetic demonstration data — not actual University of Sydney results
2025-12-05 00:00:00,20251205,1,97,65,32,27,0.6726,Synthetic demonstration data — not actual University of Sydney results
2025-12-05 00:00:00,20251205,2,94,61,33,23,0.6521,Synthetic demonstration data — not actual University of Sydney results
2025-12-06 00:00:00,20251206,1,82,53,29,28,0.6449,Synthetic demonstration data — not actual University of Sydney results
2025-12-06 00:00:00,20251206,2,125,72,53,40,0.5745,Synthetic demonstration data — not actual University of Sydney results
2025-12-07 00:00:00,20251207,1,152,103,49,45,0.6764,Synthetic demonstration data — not actual University of Sydney results
2025-12-07 00:00:00,20251207,2,51,38,13,22,0.7494,Synthetic demonstration data — not actual University of Sydney results
2025-12-08 00:00:00,20251208,1,176,115,61,64,0.6548,Synthetic demonstration data — not actual University of Sydney results
2025-12-08 00:00:00,20251208,2,137,102,35,56,0.7455,Synthetic demonstration data — not actual University of Sydney results
2025-12-09 00:00:00,20251209,1,158,108,50,50,0.685,Synthetic demonstration data — not actual University of Sydney results
2025-12-09 00:00:00,20251209,2,113,96,17,47,0.8454,Synthetic demonstration data — not actual University of Sydney results
2025-12-10 00:00:00,20251210,1,159,108,51,62,0.6796,Synthetic demonstration data — not actual University of Sydney results
2025-12-10 00:00:00,20251210,2,107,73,34,43,0.6816,Synthetic demonstration data — not actual University of Sydney results
2025-12-11 00:00:00,20251211,1,132,83,49,40,0.6255,Synthetic demonstration data — not actual University of Sydney results
2025-12-11 00:00:00,20251211,2,127,94,33,38,0.7429,Synthetic demonstration data — not actual University of Sydney results
2025-12-12 00:00:00,20251212,1,165,111,54,46,0.6735,Synthetic demonstration data — not actual University of Sydney results
2025-12-12 00:00:00,20251212,2,133,91,42,45,0.6859,Synthetic demonstration data — not actual University of Sydney results
2025-12-13 00:00:00,20251213,1,133,100,33,58,0.7486,Synthetic demonstration data — not actual University of Sydney results
2025-12-13 00:00:00,20251213,2,88,61,27,25,0.6887,Synthetic demonstration data — not actual University of Sydney results
2025-12-14 00:00:00,20251214,1,79,54,25,31,0.6796,Synthetic demonstration data — not actual University of Sydney results
2025-12-14 00:00:00,20251214,2,67,50,17,27,0.7421,Synthetic demonstration data — not actual University of Sydney results
2025-12-15 00:00:00,20251215,1,135,90,45,48,0.6696,Synthetic demonstration data — not actual University of Sydney results
2025-12-15 00:00:00,20251215,2,89,63,26,36,0.7023,Synthetic demonstration data — not actual University of Sydney results
2025-12-16 00:00:00,20251216,1,163,120,43,49,0.7383,Synthetic demonstration data — not actual University of Sydney results
2025-12-16 00:00:00,20251216,2,167,121,46,64,0.7224,Synthetic demonstration data — not actual University of Sydney results
2025-12-17 00:00:00,20251217,1,184,126,58,51,0.683,Synthetic demonstration data — not actual University of Sydney results
2025-12-17 00:00:00,20251217,2,106,82,24,50,0.7742,Synthetic demonstration data — not actual University of Sydney results
2025-12-18 00:00:00,20251218,1,157,113,44,60,0.7183,Synthetic demonstration data — not actual University of Sydney results
2025-12-18 00:00:00,20251218,2,176,122,54,57,0.6935,Synthetic demonstration data — not actual University of Sydney results
2025-12-19 00:00:00,20251219,1,172,121,51,68,0.7063,Synthetic demonstration data — not actual University of Sydney results
2025-12-19 00:00:00,20251219,2,110,81,29,39,0.7333,Synthetic demonstration data — not actual University of Sydney results
2025-12-20 00:00:00,20251220,1,117,81,36,42,0.6921,Synthetic demonstration data — not actual University of Sydney results
2025-12-20 00:00:00,20251220,2,105,77,28,44,0.7337,Synthetic demonstration data — not actual University of Sydney results
2025-12-21 00:00:00,20251221,1,131,87,44,42,0.6651,Synthetic demonstration data — not actual University of Sydney results
2025-12-21 00:00:00,20251221,2,110,72,38,40,0.6561,Synthetic demonstration data — not actual University of Sydney results
2025-12-22 00:00:00,20251222,1,147,103,44,55,0.698,Synthetic demonstration data — not actual University of Sydney results
2025-12-22 00:00:00,20251222,2,94,63,31,26,0.6728,Synthetic demonstration data — not actual University of Sydney results
2025-12-23 00:00:00,20251223,1,162,109,53,51,0.671,Synthetic demonstration data — not actual University of Sydney results
2025-12-23 00:00:00,20251223,2,105,87,18,53,0.8279,Synthetic demonstration data — not actual University of Sydney results
2025-12-24 00:00:00,20251224,1,167,103,64,42,0.6167,Synthetic demonstration data — not actual University of Sydney results
2025-12-24 00:00:00,20251224,2,145,114,31,43,0.7865,Synthetic demonstration data — not actual University of Sydney results
2025-12-25 00:00:00,20251225,1,204,142,62,85,0.695,Synthetic demonstration data — not actual University of Sydney results
2025-12-25 00:00:00,20251225,2,147,101,46,60,0.6887,Synthetic demonstration data — not actual University of Sydney results
2025-12-26 00:00:00,20251226,1,113,78,35,45,0.6884,Synthetic demonstration data — not actual University of Sydney results
2025-12-26 00:00:00,20251226,2,78,59,19,23,0.7547,Synthetic demonstration data — not actual University of Sydney results
2025-12-27 00:00:00,20251227,1,95,60,35,22,0.6343,Synthetic demonstration data — not actual University of Sydney results
2025-12-27 00:00:00,20251227,2,130,101,29,61,0.7779,Synthetic demonstration data — not actual University of Sydney results
2025-12-28 00:00:00,20251228,1,91,69,22,40,0.7614,Synthetic demonstration data — not actual University of Sydney results
2025-12-28 00:00:00,20251228,2,56,35,21,20,0.6215,Synthetic demonstration data — not actual University of Sydney results
2025-12-29 00:00:00,20251229,1,132,87,45,42,0.6596,Synthetic demonstration data — not actual University of Sydney results
2025-12-29 00:00:00,20251229,2,137,106,31,45,0.7722,Synthetic demonstration data — not actual University of Sydney results
2025-12-30 00:00:00,20251230,1,186,133,53,78,0.7138,Synthetic demonstration data — not actual University of Sydney results
2025-12-30 00:00:00,20251230,2,104,73,31,41,0.7012,Synthetic demonstration data — not actual University of Sydney results
2025-12-31 00:00:00,20251231,1,163,108,55,58,0.665,Synthetic demonstration data — not actual University of Sydney results
2025-12-31 00:00:00,20251231,2,171,124,47,75,0.7243,Synthetic demonstration data — not actual University of Sydney results
2026-01-01 00:00:00,20260101,1,156,89,67,50,0.5732,Synthetic demonstration data — not actual University of Sydney results
2026-01-01 00:00:00,20260101,2,105,83,22,33,0.7895,Synthetic demonstration data — not actual University of Sydney results
2026-01-02 00:00:00,20260102,1,155,104,51,55,0.6689,Synthetic demonstration data — not actual University of Sydney results
2026-01-02 00:00:00,20260102,2,85,57,28,24,0.6712,Synthetic demonstration data — not actual University of Sydney results
2026-01-03 00:00:00,20260103,1,148,98,50,45,0.6635,Synthetic demonstration data — not actual University of Sydney results
2026-01-03 00:00:00,20260103,2,97,64,33,39,0.6604,Synthetic demonstration data — not actual University of Sydney results
2026-01-04 00:00:00,20260104,1,121,84,37,35,0.6941,Synthetic demonstration data — not actual University of Sydney results
2026-01-04 00:00:00,20260104,2,103,74,29,39,0.7143,Synthetic demonstration data — not actual University of Sydney results
2026-01-05 00:00:00,20260105,1,111,79,32,33,0.7092,Synthetic demonstration data — not actual University of Sydney results
2026-01-05 00:00:00,20260105,2,119,83,36,42,0.7007,Synthetic demonstration data — not actual University of Sydney results
2026-01-06 00:00:00,20260106,1,197,142,55,58,0.7226,Synthetic demonstration data — not actual University of Sydney results
2026-01-06 00:00:00,20260106,2,114,78,36,36,0.6855,Synthetic demonstration data — not actual University of Sydney results
2026-01-07 00:00:00,20260107,1,168,112,56,67,0.6657,Synthetic demonstration data — not actual University of Sydney results
2026-01-07 00:00:00,20260107,2,183,116,67,58,0.6319,Synthetic demonstration data — not actual University of Sydney results
2026-01-08 00:00:00,20260108,1,166,120,46,70,0.7247,Synthetic demonstration data — not actual University of Sydney results
2026-01-08 00:00:00,20260108,2,136,83,53,36,0.6135,Synthetic demonstration data — not actual University of Sydney results
2026-01-09 00:00:00,20260109,1,154,106,48,47,0.6886,Synthetic demonstration data — not actual University of Sydney results
2026-01-09 00:00:00,20260109,2,159,109,50,45,0.6855,Synthetic demonstration data — not actual University of Sydney results
2026-01-10 00:00:00,20260110,1,88,56,32,28,0.6335,Synthetic demonstration data — not actual University of Sydney results
2026-01-10 00:00:00,20260110,2,105,73,32,44,0.6983,Synthetic demonstration data — not actual University of Sydney results
2026-01-11 00:00:00,20260111,1,73,46,27,23,0.6287,Synthetic demonstration data — not actual University of Sydney results
2026-01-11 00:00:00,20260111,2,131,86,45,35,0.6548,Synthetic demonstration data — not actual University of Sydney results
2026-01-12 00:00:00,20260112,1,123,85,38,39,0.6901,Synthetic demonstration data — not actual University of Sydney results
2026-01-12 00:00:00,20260112,2,123,87,36,43,0.7078,Synthetic demonstration data — not actual University of Sydney results
2026-01-13 00:00:00,20260113,1,157,115,42,50,0.7294,Synthetic demonstration data — not actual University of Sydney results
2026-01-13 00:00:00,20260113,2,102,77,25,45,0.7549,Synthetic demonstration data — not actual University of Sydney results
2026-01-14 00:00:00,20260114,1,199,139,60,61,0.6993,Synthetic demonstration data — not actual University of Sydney results
2026-01-14 00:00:00,20260114,2,83,61,22,30,0.7292,Synthetic demonstration data — not actual University of Sydney results
2026-01-15 00:00:00,20260115,1,109,70,39,38,0.6426,Synthetic demonstration data — not actual University of Sydney results
2026-01-15 00:00:00,20260115,2,157,118,39,48,0.7543,Synthetic demonstration data — not actual University of Sydney results
2026-01-16 00:00:00,20260116,1,126,89,37,36,0.7098,Synthetic demonstration data — not actual University of Sydney results
2026-01-16 00:00:00,20260116,2,107,84,23,39,0.7808,Synthetic demonstration data — not actual University of Sydney results
2026-01-17 00:00:00,20260117,1,83,55,28,33,0.6588,Synthetic demonstration data — not actual University of Sydney results
2026-01-17 00:00:00,20260117,2,97,67,30,28,0.693,Synthetic demonstration data — not actual University of Sydney results
2026-01-18 00:00:00,20260118,1,106,78,28,34,0.7387,Synthetic demonstration data — not actual University of Sydney results
2026-01-18 00:00:00,20260118,2,105,80,25,49,0.7599,Synthetic demonstration data — not actual University of Sydney results
2026-01-19 00:00:00,20260119,1,173,125,48,55,0.7212,Synthetic demonstration data — not actual University of Sydney results
2026-01-19 00:00:00,20260119,2,114,85,29,45,0.7439,Synthetic demonstration data — not actual University of Sydney results
2026-01-20 00:00:00,20260120,1,86,65,21,36,0.7515,Synthetic demonstration data — not actual University of Sydney results
2026-01-20 00:00:00,20260120,2,88,64,24,28,0.7275,Synthetic demonstration data — not actual University of Sydney results
2026-01-21 00:00:00,20260121,1,156,110,46,41,0.7068,Synthetic demonstration data — not actual University of Sydney results
2026-01-21 00:00:00,20260121,2,146,106,40,58,0.7259,Synthetic demonstration data — not actual University of Sydney results
2026-01-22 00:00:00,20260122,1,160,100,60,59,0.6242,Synthetic demonstration data — not actual University of Sydney results
2026-01-22 00:00:00,20260122,2,119,88,31,36,0.7403,Synthetic demonstration data — not actual University of Sydney results
2026-01-23 00:00:00,20260123,1,122,76,46,38,0.6229,Synthetic demonstration data — not actual University of Sydney results
2026-01-23 00:00:00,20260123,2,154,110,44,48,0.7138,Synthetic demonstration data — not actual University of Sydney results
2026-01-24 00:00:00,20260124,1,85,60,25,24,0.7009,Synthetic demonstration data — not actual University of Sydney results
2026-01-24 00:00:00,20260124,2,99,76,23,29,0.7654,Synthetic demonstration data — not actual University of Sydney results
2026-01-25 00:00:00,20260125,1,140,93,47,47,0.665,Synthetic demonstration data — not actual University of Sydney results
2026-01-25 00:00:00,20260125,2,122,83,39,35,0.6832,Synthetic demonstration data — not actual University of Sydney results
2026-01-26 00:00:00,20260126,1,95,62,33,33,0.6518,Synthetic demonstration data — not actual University of Sydney results
2026-01-26 00:00:00,20260126,2,92,65,27,29,0.707,Synthetic demonstration data — not actual University of Sydney results
2026-01-27 00:00:00,20260127,1,147,96,51,46,0.6546,Synthetic demonstration data — not actual University of Sydney results
2026-01-27 00:00:00,20260127,2,118,83,35,42,0.7018,Synthetic demonstration data — not actual University of Sydney results
2026-01-28 00:00:00,20260128,1,133,90,43,48,0.6745,Synthetic demonstration data — not actual University of Sydney results
2026-01-28 00:00:00,20260128,2,111,91,20,55,0.8161,Synthetic demonstration data — not actual University of Sydney results
2026-01-29 00:00:00,20260129,1,100,64,36,39,0.6383,Synthetic demonstration data — not actual University of Sydney results
